Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Cardiovascular Disease Pctl,Poverty
5029,Monterey ,93926,-121.4841399,36.4990122,22.34,2.32,6.56,90.27,25.24,38.1,40.26,61.0
2975,Los Angeles,91345,-118.4653518,34.2615445,82.1,66.23,64.56,0.0,92.08,81.54,35.87,25.4
2717,Los Angeles,91367,-118.5849467,34.1737607,82.1,52.61,85.96,68.91,93.72,42.34,54.39,17.4
3768,Riverside ,92530,-117.4050045,33.5708213,77.87,32.61,3.14,0.0,21.52,40.17,90.45,37.8
3138,Los Angeles,91505,-118.3531198,34.1720062,77.87,81.66,75.97,0.0,68.19,41.53,37.88,26.5
1913,San Joaquin,95242,-121.3575793,38.1241929,53.02,66.29,14.01,86.25,22.78,18.02,43.47,44.3
2390,San Bernardino,92407,-117.2139066,34.2379157,100.0,52.61,8.87,0.0,8.05,71.24,60.08,38.8
4210,Santa Barbara,93436,-120.4677464,34.6504892,22.34,1.86,15.66,87.33,15.89,65.39,80.64,66.5
3898,Santa Clara,95134,-121.921025,37.3933698,16.94,52.61,91.79,0.0,85.95,17.79,31.01,9.0
5061,Orange ,92804,-117.9545102,33.8104768,53.02,66.23,35.35,49.58,65.5,71.19,80.64,23.5
3630,Sacramento ,95826,-121.3457916,38.538965,69.23,40.92,20.67,12.98,45.53,63.73,62.26,37.4
5813,Monterey ,93930,-121.1254387,36.2128109,22.34,1.86,52.51,88.33,0.11,25.96,60.58,69.2
4034,Sacramento ,95833,-121.5308587,38.6092575,60.88,32.61,56.38,69.53,73.1,84.95,70.4,20.1
5294,Santa Clara,94089,-122.0033848,37.4031482,16.94,52.61,51.75,0.0,74.85,46.86,35.31,22.9
3154,Sacramento ,95826,-121.394154,38.5593317,64.8,40.92,45.44,1.77,91.16,74.26,76.36,33.6
10232,San Bernardino,92301,-117.4172844,34.5395289,98.18,10.74,22.89,0.0,45.88,93.95,99.56,55.6
6193,San Diego,91942,-117.0092136,32.784615,40.49,66.23,67.6,0.0,80.09,79.54,66.26,27.6
5922,Yolo ,95616,-121.7849011,38.5369569,40.49,17.81,24.04,80.96,42.24,13.04,33.29,75.7
4430,Los Angeles,91387,-118.4469672,34.4236629,91.1,40.92,65.25,0.0,51.44,27.03,51.71,44.6
4032,Contra Costa,94520,-122.0474489,37.9606497,22.34,17.81,54.18,0.0,91.09,97.11,65.95,40.8
2680,Monterey ,93901,-121.6639509,36.6706218,11.08,3.92,76.48,85.21,42.19,94.4,68.28,30.8
546,Los Angeles,91342,-118.2894308,34.3387926,77.87,30.7,3.56,3.77,35.74,44.47,33.4,29.5
5566,Napa ,94558,-122.3074339,38.2946539,16.94,17.81,48.6,30.4,46.71,47.67,41.27,43.7
37452,San Diego,92055,-117.4205567,33.3510594,53.02,20.16,7.87,60.91,94.21,11.89,7.94,49.4
7724,Ventura ,93004,-119.1565313,34.2788511,40.49,40.92,23.24,91.62,36.78,38.34,65.81,25.4
4015,Los Angeles,91401,-118.4443439,34.1703043,73.93,66.23,77.32,0.0,60.55,51.74,85.85,26.6
6463,Santa Clara,95122,-121.8341637,37.3358272,22.34,52.61,78.71,0.0,53.47,65.18,81.89,40.3
5937,Imperial ,92243,-115.5662375,32.762851,77.87,30.7,20.7,81.75,31.91,95.2,96.42,15.8
4378,Tulare ,93277,-119.3866306,36.3125416,85.21,98.6,36.78,91.52,54.18,62.86,52.09,25.2
5089,Los Angeles,93534,-118.1577319,34.6953144,91.1,7.76,22.51,0.0,45.02,97.81,96.62,39.6
4474,Los Angeles,91702,-117.8861621,34.1141404,77.87,66.23,55.52,0.0,90.32,47.23,36.75,28.5
3200,San Diego,92105,-117.0715691,32.7392175,31.84,66.23,44.03,0.0,10.48,64.74,34.77,49.3
3629,Los Angeles,90041,-118.2236529,34.1360845,64.8,81.66,66.76,0.0,94.59,34.47,14.54,16.1
7087,Los Angeles,91344,-118.5157706,34.261129,85.21,52.61,46.65,0.0,71.14,23.66,12.78,34.4
1867,Ventura ,93066,-119.0558409,34.3332732,60.88,40.92,7.65,94.46,36.81,27.18,25.5,41.3
2551,Sutter ,95659,-121.5333668,38.854825,69.23,20.16,10.12,83.28,1.38,22.48,46.86,33.3
3375,Los Angeles,91325,-118.5352005,34.2540547,85.21,52.61,40.65,0.0,79.07,40.79,42.2,25.1
2654,Los Angeles,90035,-118.38703,34.0523836,60.88,81.66,69.42,0.0,83.33,22.0,39.76,27.1
7436,Alameda ,94536,-122.0116314,37.5532064,16.94,32.61,80.67,0.0,76.19,63.61,73.94,21.4
5059,Los Angeles,91722,-117.9014269,34.0922319,77.87,66.23,60.01,0.0,42.11,42.09,39.63,29.7
6029,Orange ,92840,-117.9397292,33.7874758,53.02,66.23,41.89,0.0,38.1,44.83,64.97,28.8
5532,Los Angeles,91791,-117.8769856,34.0599163,77.87,66.23,55.31,0.0,85.11,29.06,27.85,21.2
3213,Sacramento ,95827,-121.3408345,38.572506,69.23,40.92,49.76,0.0,88.68,69.27,77.97,30.3
6165,Los Angeles,90701,-118.0806903,33.8693945,40.49,66.23,71.01,0.0,33.86,35.44,68.83,31.7
3372,Solano ,94590,-122.266959,38.1165979,16.94,17.81,35.25,0.0,27.95,99.8,98.03,48.1
817,Santa Clara,94043,-122.0860401,37.4427987,16.94,42.86,78.89,0.0,92.99,7.77,25.5,29.3
4424,Santa Clara,95051,-121.9848087,37.3678358,16.94,52.61,88.86,0.0,48.0,16.38,35.21,29.0
7522,Riverside ,92236,-116.1910765,33.6669317,91.1,17.81,24.97,47.54,10.46,56.48,61.1,80.6
3992,San Diego,92056,-117.2981757,33.2001356,31.84,40.92,49.15,58.86,40.56,35.67,43.19,41.1
3317,Contra Costa,94530,-122.3155835,37.9226169,7.58,30.7,43.5,0.0,78.78,52.84,18.03,37.7
4124,Los Angeles,91364,-118.5767994,34.1649322,82.1,52.61,85.96,0.0,96.45,35.39,45.82,22.8
4395,Los Angeles,90026,-118.2740532,34.0916921,60.88,92.89,84.29,0.0,64.58,44.31,25.15,22.5
4972,Alameda ,94621,-122.1785112,37.7604176,7.58,30.7,81.24,0.0,20.85,97.72,60.38,53.7
12842,Riverside ,92880,-117.575648,33.9635863,91.1,94.67,91.2,0.0,19.41,28.23,83.93,12.3
4596,Alameda ,94602,-122.2079568,37.7936085,7.58,30.7,91.34,0.0,82.43,75.43,30.84,47.3
2551,Los Angeles,91754,-118.1283526,34.0643236,60.88,81.66,70.24,0.0,57.56,28.48,17.59,57.1
2861,Tulare ,93257,-119.0847036,36.0906458,98.18,97.22,14.56,93.91,7.67,64.88,86.21,33.3
4971,Los Angeles,90026,-118.2646124,34.0881864,53.02,92.89,84.29,0.0,63.79,50.5,31.32,27.1
7663,San Bernardino,91739,-117.5341378,34.1284667,98.18,92.89,85.69,0.0,79.55,29.81,77.73,15.1
4904,Sonoma ,94952,-122.644126,38.2477398,11.08,7.76,52.3,26.18,73.39,49.21,42.79,41.4
3403,Los Angeles,91107,-118.0894888,34.1403972,73.93,52.61,39.09,0.0,33.98,19.91,24.61,28.4
4979,Orange ,92683,-117.9850502,33.7338098,40.49,66.23,67.92,57.17,91.94,28.11,30.46,22.1
6594,Sonoma ,95401,-122.7367431,38.4509389,7.58,7.76,75.06,0.0,75.77,64.16,54.84,43.4
5875,Santa Clara,95116,-121.8340698,37.3547085,22.34,52.61,75.16,0.0,79.32,43.8,28.72,45.2
11267,Riverside ,92571,-117.1955551,33.836834,98.18,83.99,25.69,0.0,20.72,57.41,92.59,35.7
6055,Colusa ,95987,-122.2818535,39.1078478,53.02,10.74,5.13,80.44,2.52,26.95,68.68,39.8
4841,Los Angeles,91206,-118.2309561,34.1564802,69.23,81.66,49.79,0.0,91.83,21.36,44.38,27.6
7723,Contra Costa,94565,-121.875401,37.9809405,22.34,17.81,32.5,0.0,21.54,98.57,96.12,21.7
5038,Los Angeles,91792,-117.8649253,34.0082843,73.93,69.14,75.51,0.0,24.63,13.4,32.08,33.3
4000,Sacramento ,95621,-121.3078066,38.6826224,73.93,30.7,47.77,0.0,67.25,75.18,82.93,48.8
3243,Los Angeles,90025,-118.4621616,34.0375502,53.02,81.66,84.41,47.71,79.46,7.37,38.65,28.0
3709,Orange ,92869,-117.8185009,33.7920455,60.88,54.48,29.33,0.0,58.35,16.56,26.83,40.0
3322,Los Angeles,91789,-117.8559096,34.0180144,73.93,81.66,94.8,0.0,22.36,16.47,44.11,15.9
4684,Riverside ,92530,-117.358069,33.6478677,82.1,52.61,7.29,0.0,10.97,49.56,96.71,58.5
3466,Orange ,92708,-117.9673986,33.7086418,40.49,66.23,67.45,38.85,83.48,24.34,39.42,17.6
2253,Kern ,93516,-117.6746581,35.0215717,91.1,8.76,8.54,0.0,4.98,46.94,87.42,61.1
2933,Sacramento ,95820,-121.4359084,38.5287219,60.88,40.92,44.58,0.0,45.12,87.57,80.2,47.9
3351,San Diego,91950,-117.0744466,32.6801039,25.87,66.23,61.9,0.0,73.88,60.44,37.28,35.1
4233,Yuba ,95692,-121.4340275,39.0409023,69.23,17.81,9.35,86.18,17.9,60.03,84.23,28.1
1666,Santa Clara,95037,-121.7271954,37.1799857,25.87,40.92,15.68,83.41,64.37,28.67,41.54,19.6
3759,Contra Costa,94553,-122.22759,38.0244532,11.08,17.81,42.29,0.0,67.38,98.29,79.83,26.3
4699,Tehama ,96080,-121.8564922,40.1943009,69.23,8.67,2.53,71.3,0.31,67.4,84.93,39.2
4953,Orange ,90620,-117.9934179,33.8529079,53.02,66.23,75.01,49.03,96.88,47.39,62.26,13.3
4392,Shasta ,96013,-121.634608,40.8724027,60.88,2.4,1.56,48.93,1.96,49.05,89.4,47.2
4764,San Diego,92154,-117.0804032,32.5689086,22.34,93.64,30.11,0.0,76.76,61.2,51.71,60.1
4689,Tulare ,93277,-119.3047728,36.3198504,85.21,98.6,53.88,0.0,41.02,63.21,53.26,30.9
3006,San Joaquin,95240,-121.2806809,38.1348549,60.88,30.7,47.68,32.03,20.52,54.71,67.25,31.5
4234,Lake ,95422,-122.6403151,38.9565553,25.87,1.86,9.81,45.29,7.47,97.44,68.15,75.2
3062,Orange ,92708,-117.958692,33.7088681,40.49,66.23,67.34,33.76,92.09,24.34,39.42,24.3
3004,Sonoma ,95403,-122.7228509,38.4592263,7.58,7.76,64.88,21.05,83.91,40.22,23.04,35.4
4774,Riverside ,92220,-116.872378,33.919657,100.0,11.8,6.12,0.0,62.66,91.76,99.99,50.7
7161,Los Angeles,90503,-118.359604,33.8423054,40.49,81.66,47.52,0.0,63.64,22.12,29.7,27.8
5129,Riverside ,92557,-117.2208865,33.984326,100.0,83.99,14.19,0.0,19.76,57.01,63.07,22.1
2986,San Francisco,94109,-122.4196438,37.7854142,7.58,30.7,98.52,0.0,60.15,65.57,19.85,58.7
3866,Sacramento ,95842,-121.3538791,38.6811015,69.23,32.61,42.51,0.0,50.6,93.19,78.74,36.5
3217,San Diego,92154,-117.0970321,32.5673601,22.34,93.64,8.06,54.61,65.82,50.55,30.66,36.3
7292,San Diego,92040,-116.9141796,32.8654251,53.02,66.23,19.43,0.0,29.58,48.09,57.17,40.7
6342,Riverside ,92883,-117.4949771,33.7892199,85.21,83.99,36.22,25.42,86.03,24.57,65.23,23.1
1203,Sacramento ,95834,-121.4946981,38.6450907,60.88,32.61,83.12,0.0,83.02,44.63,31.84,68.2
2916,Sacramento ,95822,-121.4885738,38.5245176,60.88,40.92,48.11,0.0,26.47,91.14,69.08,34.3
5213,Tehama ,96080,-122.2068646,40.1913614,64.8,7.76,27.37,66.07,13.26,89.98,99.08,41.9
7595,Contra Costa,94520,-122.039845,37.965937,22.34,17.81,46.45,0.0,51.77,97.13,66.09,61.9
5592,San Francisco,94133,-122.4100466,37.798514,7.58,30.7,99.78,0.0,33.51,44.23,10.15,62.2
6430,Orange ,92840,-117.9469297,33.7961504,53.02,66.23,41.14,0.0,45.56,52.69,77.92,35.3
5395,San Benito,95023,-121.379325,36.8433246,25.87,1.86,49.58,79.5,12.19,69.06,86.21,18.8
8668,Ventura ,93003,-119.2209072,34.2631822,40.49,40.92,55.84,75.48,76.06,48.4,48.97,34.0
6076,San Bernardino,91710,-117.6701483,33.9825562,85.21,92.89,60.36,65.41,16.43,22.43,31.41,15.9
6669,Sonoma ,95401,-122.8012431,38.4334565,7.58,7.76,24.54,72.71,42.21,62.85,51.71,24.4
5813,San Diego,92026,-117.0867921,33.137136,60.88,52.61,54.49,0.0,51.96,24.72,45.82,67.8
5712,Orange ,92706,-117.8825621,33.7749556,53.02,52.61,74.31,0.0,99.75,36.82,21.46,35.3
3345,Sacramento ,95833,-121.5016424,38.6203564,60.88,40.92,75.12,0.0,40.21,84.05,69.08,37.6
4328,San Diego,91942,-117.0386117,32.7765263,40.49,54.48,56.45,0.0,89.5,81.8,71.19,28.2
4641,Santa Clara,95126,-121.9087747,37.3191212,22.34,52.61,89.26,0.0,78.48,50.7,24.74,23.8
6658,San Mateo,94015,-122.4788188,37.6810704,7.58,30.7,63.58,34.11,83.17,64.34,62.81,28.0
2974,Santa Clara,95116,-121.8410727,37.3647065,22.34,52.61,31.8,0.0,83.81,50.37,36.94,64.0
3540,San Joaquin,95209,-121.3284665,38.0358618,53.02,84.16,29.96,0.0,30.79,55.85,39.17,28.5
5083,Sacramento ,95834,-121.5172959,38.6442309,60.88,32.61,83.12,0.0,77.29,74.33,72.0,23.1
4324,Orange ,92869,-117.8202433,33.7841408,60.88,52.61,33.76,0.0,97.0,24.06,42.4,28.8
4651,Alameda ,94501,-122.2346068,37.7589136,7.58,30.7,87.89,0.0,27.35,70.69,62.0,14.4
6676,San Bernardino,91709,-117.7390315,33.9934968,82.1,92.89,60.09,29.67,52.25,20.91,57.82,10.9
4861,San Diego,92028,-117.2419463,33.3971392,69.23,11.8,12.67,13.26,9.78,29.21,36.67,47.3
4974,Solano ,95688,-122.0063092,38.3505074,31.84,17.81,27.5,57.38,76.84,82.43,67.4,33.9
4905,Orange ,90720,-118.0632084,33.8013108,40.49,66.23,53.49,0.0,67.4,25.56,35.49,30.4
4123,Orange ,92637,-117.7074697,33.6045946,64.8,30.7,56.32,0.0,91.04,18.75,26.7,33.3
3137,Alameda ,94610,-122.2372726,37.8008019,7.58,30.7,96.52,0.0,67.51,67.45,11.91,38.9
4913,Sacramento ,95823,-121.4409188,38.4697876,60.88,40.92,49.97,0.0,24.75,97.97,98.78,64.8
4133,Orange ,92841,-117.97572,33.7848346,53.02,66.23,32.06,0.0,47.94,57.67,73.84,25.9
2502,Alameda ,94608,-122.2898443,37.8426202,7.58,30.7,89.15,0.0,30.14,99.14,54.98,16.6
5147,San Bernardino,92373,-117.1781239,34.0470815,100.0,81.66,63.83,50.28,9.68,36.37,73.27,32.2
6049,Alameda ,94578,-122.1091519,37.704911,11.08,30.7,86.87,0.0,80.75,76.77,43.47,40.1
5547,Santa Barbara,93111,-119.8192482,34.4311812,25.87,1.86,20.52,61.46,55.08,24.74,9.71,27.6
2772,Sacramento ,95632,-121.3716467,38.2769169,53.02,32.61,9.99,69.74,40.14,42.53,64.84,61.0
6659,Los Angeles,90717,-118.3159751,33.7847676,31.84,69.14,48.23,0.0,65.89,33.92,18.03,36.3
5740,Los Angeles,91214,-118.2563984,34.2284593,73.93,66.23,24.57,0.0,80.89,44.08,60.88,16.0
7720,Los Angeles,91351,-118.4640472,34.4193105,91.1,42.86,62.69,0.0,66.2,54.2,83.42,43.4
4251,Los Angeles,90605,-118.0342818,33.9516825,53.02,81.66,47.02,0.0,38.46,62.35,76.16,44.3
5259,Los Angeles,91104,-118.1369963,34.1634006,69.23,52.61,79.05,0.0,54.58,35.51,21.19,48.9
4681,Alameda ,94546,-122.0828322,37.6982784,11.08,30.7,68.04,40.93,37.64,77.77,70.78,39.6
3902,Los Angeles,90703,-118.0672796,33.8553144,40.49,66.23,49.96,0.0,25.3,36.62,46.18,13.4
6393,Orange ,92627,-117.9255731,33.6552399,40.49,52.61,51.19,0.0,59.93,34.65,17.83,54.1
3311,Los Angeles,90717,-118.3166168,33.803864,31.84,69.14,57.2,0.0,73.72,41.38,18.75,27.7
2209,Los Angeles,91202,-118.2729275,34.1684098,73.93,81.66,74.76,0.0,24.45,33.82,55.55,10.3
4303,Los Angeles,91775,-118.0849636,34.1081896,69.23,66.23,46.87,59.9,73.25,11.4,9.56,34.8
6257,San Mateo,94063,-122.2090707,37.4713247,11.08,40.92,43.37,17.69,30.4,67.25,13.9,59.0
5871,Amador ,95669,-120.9500222,38.457356,73.93,40.92,2.76,28.08,0.66,54.79,91.9,24.7
5911,Los Angeles,90034,-118.4124738,34.0198929,53.02,81.66,88.6,0.0,68.67,41.64,69.52,41.5
4884,Yolo ,95776,-121.7608872,38.6701375,53.02,10.74,26.65,15.37,27.13,50.13,75.65,54.5
7100,Los Angeles,93535,-118.0856717,34.7045061,91.1,7.76,8.48,0.0,6.27,97.54,98.69,62.6
4085,Sacramento ,95831,-121.5088949,38.5121908,60.88,40.92,39.68,0.0,10.44,72.83,35.97,30.9
5324,Ventura ,93041,-119.1908963,34.1622199,40.49,40.92,74.52,0.0,13.12,53.93,51.32,31.2
5093,Riverside ,92584,-117.2176633,33.6278615,82.1,40.92,16.64,10.7,71.36,33.13,91.75,30.4
3155,Los Angeles,91748,-117.8934924,33.98233,64.8,66.23,17.75,0.0,48.97,26.61,32.08,51.5
3118,Los Angeles,90042,-118.1909386,34.1254321,64.8,69.14,56.15,0.0,76.39,59.84,56.5,45.8
3814,Los Angeles,91776,-118.1069461,34.099157,69.23,66.23,67.8,0.0,52.24,10.2,14.54,41.4
4352,Los Angeles,90041,-118.2097406,34.1297234,64.8,81.66,65.81,0.0,46.55,33.23,21.72,29.0
4021,Los Angeles,90046,-118.3590366,34.0982925,64.8,81.66,70.7,0.0,80.06,22.32,67.25,32.2
3754,San Diego,92103,-117.1513148,32.7447633,25.87,54.48,74.76,0.0,66.56,62.3,58.01,17.8
5622,Riverside ,92504,-117.4098503,33.9516686,98.18,83.99,83.17,0.0,25.08,39.46,23.54,37.2
4126,Orange ,92866,-117.8531049,33.7914977,60.88,52.61,53.34,0.0,51.89,16.21,5.71,41.3
5533,Contra Costa,94553,-122.0713084,37.9821516,22.34,17.81,59.75,0.0,78.88,50.67,22.85,34.0
5898,Ventura ,93003,-119.2022525,34.268934,40.49,40.92,57.24,95.46,48.88,48.4,48.97,31.6
8309,Contra Costa,94513,-121.7021082,37.9109334,31.84,17.81,20.96,88.02,18.0,75.73,93.73,12.6
6016,Solano ,95687,-121.9790495,38.3420876,31.84,17.81,44.28,0.0,60.47,80.15,69.98,29.4
4357,Alameda ,94501,-122.2563814,37.756593,7.58,30.7,92.62,0.0,28.3,70.69,62.0,26.1
5927,Los Angeles,90025,-118.4372057,34.0456465,53.02,81.66,91.81,0.0,95.49,5.64,32.08,19.1
4361,Los Angeles,91006,-118.0204,34.1024524,69.23,66.23,50.96,0.0,34.7,2.83,8.05,25.3
4732,San Diego,92103,-117.1622682,32.7447803,25.87,54.48,74.76,0.0,68.22,62.3,58.01,29.2
4086,Los Angeles,93550,-118.1008047,34.5800249,91.1,7.76,21.52,0.0,30.86,93.89,93.23,73.6
5380,San Diego,91910,-117.0358624,32.6331941,25.87,69.14,34.35,0.0,87.78,65.94,52.51,20.1
11454,Monterey ,93960,-121.2981067,36.4618772,40.49,1.86,5.85,80.12,29.58,33.36,54.79,46.2
6340,San Bernardino,92373,-117.2026161,34.0421853,100.0,83.99,49.27,74.34,13.25,45.07,86.83,17.9
6702,San Diego,92027,-117.0640169,33.1335333,60.88,52.61,53.5,0.0,50.91,21.95,17.59,59.6
4845,Ventura ,91320,-118.9441062,34.1863938,60.88,40.92,22.45,0.0,76.38,15.67,45.82,18.1
3077,San Francisco,94110,-122.4076735,37.7439369,7.58,30.7,99.23,0.0,88.37,62.16,29.21,21.5
6638,Orange ,92833,-117.9712501,33.884898,53.02,66.23,40.07,0.0,46.47,47.54,34.58,27.7
1654,Los Angeles,91103,-118.1481178,34.1487579,69.23,54.48,79.05,0.0,89.75,35.96,12.78,46.7
3478,Monterey ,93906,-121.6212411,36.7123618,11.08,3.92,19.95,98.68,20.65,75.48,50.62,21.8
4523,Orange ,90631,-117.963138,33.9427646,53.02,66.23,22.24,0.0,73.02,55.64,63.86,22.3
6270,Santa Barbara,93101,-119.7051133,34.4181213,25.87,1.86,26.96,0.0,65.22,66.23,25.27,37.3
7124,Fresno ,93722,-119.8789303,36.8502988,85.21,95.27,53.4,34.76,31.73,77.02,57.82,11.5
5278,Los Angeles,90807,-118.1762684,33.8227205,31.84,66.23,63.05,0.0,65.68,49.17,30.27,15.1
2661,Kern ,93312,-119.1189923,35.3762031,91.1,99.64,63.35,0.0,45.38,28.77,72.85,29.0
2834,Los Angeles,90027,-118.2785167,34.1087422,64.8,92.89,83.81,0.0,89.6,40.74,49.81,20.4
4753,Solano ,94533,-122.0011752,38.2600765,25.87,17.81,44.09,0.0,18.69,86.01,60.24,38.2
4515,Tehama ,96080,-122.6497624,40.0579918,60.88,4.79,0.72,50.45,0.23,64.77,84.45,54.2
6054,Santa Barbara,93436,-120.4487233,34.6507195,22.34,1.86,12.06,82.27,15.85,65.39,80.64,67.2
3639,Los Angeles,90505,-118.3460738,33.8209421,31.84,81.66,44.8,0.0,59.14,22.96,34.58,28.4
3319,Riverside ,92879,-117.5634459,33.861606,85.21,92.89,34.62,0.0,27.47,45.77,93.09,18.5
4842,Sacramento ,95826,-121.3606353,38.5555504,69.23,40.92,42.15,0.0,78.14,71.28,73.02,31.5
4782,Riverside ,92879,-117.5175804,33.8973552,91.1,93.64,87.64,0.0,21.06,44.76,91.68,22.2
5034,Los Angeles,91750,-117.7643631,34.1170701,85.21,69.14,51.82,59.52,83.76,33.04,50.95,28.1
6072,Sacramento ,95823,-121.4375735,38.4555299,60.88,40.92,55.89,0.0,18.99,97.97,98.78,50.4
4374,Alameda ,94611,-122.2600769,37.8177294,7.58,30.7,96.71,0.0,73.32,51.89,3.48,50.2
4959,San Mateo,94401,-122.3311046,37.5797295,11.08,30.7,38.06,0.0,84.63,54.53,4.04,41.3
4486,Orange ,92683,-118.0205108,33.7662506,40.49,66.23,59.7,0.0,94.71,39.13,59.83,31.4
5466,Los Angeles,91501,-118.3045921,34.1922052,77.87,81.66,25.44,0.0,12.45,36.37,38.84,35.9
4080,Alameda ,94538,-121.9787103,37.5408003,16.94,40.92,89.2,0.0,42.55,76.61,80.2,29.5
5639,Los Angeles,91423,-118.439318,34.160869,73.93,66.23,77.32,0.0,97.37,20.17,58.52,15.7
6638,Los Angeles,91104,-118.111733,34.1740052,69.23,52.61,66.51,0.0,26.78,30.25,14.94,28.2
4315,Ventura ,93063,-118.7043688,34.2762804,77.87,40.92,30.27,0.0,72.13,43.35,84.23,25.5
4111,Santa Clara,95020,-121.5713496,36.9878533,25.87,7.76,45.19,96.71,55.04,76.35,78.18,30.0
5733,Santa Clara,95128,-121.9450314,37.301578,22.34,52.61,82.95,0.0,87.69,28.29,30.84,26.2
3106,Sacramento ,95825,-121.4084122,38.577969,64.8,40.92,54.9,0.0,50.23,74.29,23.7,42.4
4940,San Diego,92114,-117.0607339,32.7130823,25.87,66.23,25.96,0.0,9.84,93.95,54.79,52.5
6752,San Bernardino,91709,-117.723592,33.9733621,82.1,92.89,44.64,0.0,18.59,20.91,57.82,20.2
5133,Monterey ,93933,-121.7937321,36.6765137,16.94,3.92,14.84,63.92,52.51,65.68,57.57,44.2
2980,Los Angeles,91702,-117.8943529,34.1521342,82.1,54.48,17.7,25.93,4.71,75.2,64.39,48.4
4485,Los Angeles,91748,-117.8795412,33.9944207,69.23,69.14,37.93,0.0,84.99,19.01,22.34,34.1
4933,San Diego,91911,-117.048661,32.6155251,25.87,69.14,40.22,0.0,73.92,77.41,61.45,33.1
9989,Contra Costa,94531,-121.7586352,37.9431268,31.84,17.81,51.79,62.6,28.79,90.82,89.2,21.0
4429,Santa Clara,95131,-121.8767483,37.3828815,16.94,52.61,82.35,0.0,39.1,20.71,35.21,18.1
5357,Riverside ,92585,-117.1237892,33.7143137,91.1,52.61,24.39,68.87,8.3,25.03,77.43,14.6
4991,Riverside ,92595,-117.2589261,33.6015412,82.1,32.61,35.26,0.0,77.45,45.88,98.37,31.2
3374,Sacramento ,95822,-121.5186401,38.5303294,53.02,40.92,40.36,26.39,72.04,92.74,74.48,18.1
6271,Los Angeles,90604,-118.0213686,33.9416417,53.02,81.66,34.15,0.0,38.5,53.72,74.77,40.8
2847,Santa Clara,95138,-121.7620634,37.234934,22.34,52.61,41.18,29.64,75.69,18.98,25.37,26.7
4897,Kern ,93311,-119.1021478,35.3162893,91.1,99.64,65.94,0.0,32.56,30.89,48.97,27.3
3389,Los Angeles,91344,-118.4941725,34.2905628,85.21,54.48,74.54,0.0,73.14,60.83,46.0,20.8
3849,Los Angeles,91792,-117.8755476,34.0089143,73.93,69.14,75.51,0.0,31.88,25.7,19.92,28.3
7635,San Diego,92057,-117.3032478,33.2591005,40.49,30.7,45.51,79.92,45.81,36.79,36.7,42.0
5891,San Diego,92056,-117.2838101,33.1943943,31.84,40.92,49.15,0.0,79.41,30.73,19.51,51.0
2295,Riverside ,92234,-116.4872959,33.8222736,100.0,10.74,26.3,0.0,43.64,32.76,37.04,80.8
2473,Ventura ,93060,-119.2005749,34.3589732,64.8,32.61,3.3,71.99,17.87,19.51,10.3,41.7
4797,Los Angeles,93550,-118.1046034,34.5690669,91.1,7.76,25.45,0.0,44.33,93.89,93.23,73.1
5663,Los Angeles,91740,-117.8541745,34.1234558,85.21,66.23,59.34,0.0,91.05,55.06,53.43,35.4
3521,Orange ,92708,-117.9676275,33.72311,40.49,66.23,68.34,15.2,90.37,24.34,39.42,17.0
6373,Orange ,92821,-117.9135026,33.9340988,60.88,66.23,68.71,64.16,52.31,28.62,36.19,21.6
4448,San Mateo,94030,-122.3911489,37.6067243,7.58,30.7,73.42,0.0,77.58,41.04,16.49,16.4
3871,Los Angeles,91402,-118.4516702,34.2450202,82.1,66.23,56.64,0.0,49.96,54.15,15.02,50.3
3412,Orange ,92706,-117.8739874,33.7661611,53.02,52.61,42.74,0.0,99.94,51.15,39.5,29.5
6335,Ventura ,91362,-118.8455482,34.1750754,64.8,40.92,29.47,0.0,94.42,19.79,36.33,37.5
6739,Mendocino ,95482,-123.2032659,39.1561868,22.34,1.86,21.37,80.68,21.13,86.0,28.9,45.9
10129,San Joaquin,95219,-121.3566706,37.9813779,53.02,94.0,22.07,63.26,93.85,39.2,55.67,9.0
4028,San Diego,92025,-117.0781738,33.1313346,60.88,52.61,54.79,0.0,60.07,10.21,7.51,76.0
5366,San Francisco,94115,-122.4286631,37.7799831,7.58,30.7,98.52,0.0,39.84,58.5,11.68,52.7
3707,Los Angeles,91423,-118.4426826,34.1519021,73.93,66.23,65.02,0.0,98.37,20.27,62.98,32.7
6154,Orange ,92630,-117.7046343,33.649152,64.8,30.7,68.82,98.13,35.19,21.66,41.94,15.6
3340,Kern ,93306,-118.9631285,35.4050159,91.1,99.64,44.32,0.0,8.41,82.08,66.92,39.1
3954,San Mateo,94401,-122.3033477,37.5711297,11.08,30.7,70.13,0.0,65.62,70.78,9.26,42.5
6783,Los Angeles,91765,-117.7984574,34.0317834,82.1,81.66,71.39,0.0,94.39,14.71,42.2,26.3
3761,Kern ,93309,-119.0852288,35.3323458,91.1,99.64,71.13,0.0,42.39,86.41,83.28,28.2
6802,Alameda ,94536,-122.0212345,37.55696,16.94,32.61,80.61,0.0,87.02,63.61,73.94,25.2
10258,Riverside ,92883,-117.4957943,33.7428832,82.1,66.23,11.33,35.98,89.33,27.04,69.14,10.0
