Total Population,California County,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty
6931,Kern ,79.75,99.57,97.9,0.0,59.17,95.14,76.42263919
5276,Fresno ,84.96,96.95,71.57,83.93,43.77,82.61,57.88846993
8051,San Bernardino,95.83,93.96,82.97,42.54,24.12,78.27,51.68776371
4662,Los Angeles,35.78,86.81,98.42,0.0,22.64,70.86,68.39005236
3770,Los Angeles,43.02,82.1,99.02,0.0,41.69,49.15,81.58053489
4335,Los Angeles,70.39,90.43,74.93,31.65,85.88,59.11,45.04003559
2105,Riverside ,95.48,86.27,97.56,0.0,92.77,97.72,47.88732394
6529,Tulare ,81.54,97.18,16.44,87.08,8.86,57.13,77.10583153
4912,Los Angeles,9.19,74.43,79.98,0.0,32.54,91.07,50.16759777
5176,San Bernardino,98.82,73.44,71.73,0.0,47.95,98.99,72.1126221
3908,Riverside ,77.47,89.05,93.58,0.0,88.29,18.34,60.67854528
5695,Riverside ,76.97,89.36,94.88,0.0,97.85,18.34,70.39344846
4273,Los Angeles,60.88,89.93,93.8,71.67,13.16,61.34,55.92385218
5419,Fresno ,86.65,97.02,90.8,0.0,28.45,93.36,60.73143702
2889,Fresno ,86.94,96.94,93.65,14.65,50.73,83.11,58.57298871
4285,Los Angeles,11.24,80.12,81.43,0.0,98.39,97.36,65.03779698
5265,Fresno ,89.8,96.73,93.74,0.0,71.6,91.69,66.52227723
6156,Merced ,70.78,63.78,38.64,97.08,19.97,74.34,56.33105056
4887,Los Angeles,76.87,84.37,66.92,31.58,84.74,44.37,36.77458766
6202,Riverside ,92.52,94.52,62.02,4.85,85.46,56.18,53.5753749
7374,Kern ,83.89,99.56,85.52,0.0,37.2,86.22,69.21221865
2789,Los Angeles,35.93,85.39,94.36,0.0,95.3,60.15,62.78651685
4259,Los Angeles,22.17,85.03,81.69,0.0,99.51,95.95,79.74831042
4478,Los Angeles,41.94,87.56,98.23,0.0,98.28,69.0,58.19534437
4564,San Bernardino,97.33,81.62,72.05,0.0,89.05,76.99,55.64125165
5028,San Diego,5.37,54.04,91.27,0.0,90.38,91.67,70.01980198
3914,Los Angeles,39.65,82.36,98.77,0.0,55.71,49.81,73.70193657
4413,San Bernardino,98.56,77.53,51.34,0.0,47.1,98.75,67.31757451
2484,Santa Clara,14.48,39.17,81.75,0.0,90.35,64.74,54.22824302
7559,Kern ,82.28,99.33,97.42,0.0,53.57,90.41,84.09280356
4051,Los Angeles,33.79,85.8,96.78,70.31,54.73,47.97,67.96189521
6956,Los Angeles,39.32,84.93,80.82,18.43,77.76,69.69,39.94430693
4930,Los Angeles,0.0,65.75,92.94,0.0,55.11,88.23,63.08281882
5227,Los Angeles,72.35,90.41,74.79,17.87,33.37,59.11,45.8527682
5547,Alameda ,0.0,23.59,86.02,0.0,52.63,99.24,67.95072011
4010,Stanislaus ,61.53,51.11,75.4,0.0,73.66,85.72,66.12506155
5688,Orange ,28.32,53.32,85.56,21.42,92.78,24.27,76.5971985
4784,Kern ,84.08,99.55,95.47,0.0,73.29,87.46,61.76532547
4306,San Bernardino,99.47,58.35,46.72,52.81,39.22,67.79,38.88888889
4754,Los Angeles,43.23,88.29,93.7,0.0,86.78,82.11,50.1984127
6304,Fresno ,85.52,97.46,20.55,85.72,13.68,47.77,49.48318294
1390,Kern ,79.29,99.71,97.97,0.0,52.46,94.85,77.5246773
3152,Los Angeles,3.95,73.14,90.38,0.0,76.61,90.94,49.22137405
4815,Los Angeles,87.74,94.16,76.61,0.0,82.51,77.86,39.32307692
4389,Los Angeles,44.38,78.69,87.84,0.0,96.47,52.19,73.94321767
5139,Riverside ,89.32,91.78,43.62,9.47,44.63,56.27,71.9051149
4776,Los Angeles,61.69,89.56,84.25,0.0,47.74,57.28,70.23474178
8434,San Bernardino,96.23,93.78,52.15,44.94,33.72,77.97,72.75743269
5252,Los Angeles,18.94,83.5,81.0,0.0,97.36,96.64,69.57137797
5631,Los Angeles,49.42,83.67,99.4,0.0,78.37,42.53,57.37080689
3213,Merced ,73.57,65.81,93.39,44.57,43.16,98.93,43.73291683
5095,Riverside ,95.33,77.72,55.89,0.0,56.44,71.06,72.08970438
7076,Los Angeles,82.2,93.68,90.24,52.67,77.45,70.1,36.12067552
6552,Los Angeles,18.79,78.22,60.5,0.0,56.17,77.73,64.32882075
4527,Los Angeles,26.85,86.12,82.25,0.0,46.21,79.97,65.32175689
3624,Fresno ,87.79,97.09,97.82,60.81,62.16,94.77,60.38072576
7169,San Bernardino,86.46,95.02,88.92,21.02,11.25,71.9,58.8887489
5417,San Joaquin,43.92,43.45,69.16,55.16,25.18,92.87,74.16570771
5257,San Bernardino,99.11,77.59,49.92,0.0,56.01,76.65,54.69648562
2589,Stanislaus ,59.71,50.37,88.4,0.0,69.35,85.51,77.61529809
4559,Riverside ,92.18,90.27,55.5,0.0,64.58,78.36,54.55204057
4165,Stanislaus ,61.77,50.99,75.25,0.0,31.28,83.16,87.48896085
3619,Fresno ,91.34,96.44,92.98,0.0,70.75,92.25,66.89032258
4943,Los Angeles,7.91,80.51,81.15,0.0,93.55,97.06,62.18558444
3626,Riverside ,94.34,91.31,65.89,0.0,39.74,58.6,74.41762854
4442,Riverside ,96.47,61.19,39.18,0.0,74.01,80.45,51.64582802
3681,Los Angeles,25.09,85.33,82.25,0.0,54.71,79.97,61.79075107
4163,San Bernardino,94.45,95.86,95.78,22.42,23.06,74.89,34.18227216
3014,Los Angeles,15.66,79.57,53.18,0.0,82.54,94.9,59.63087248
4135,Los Angeles,46.91,76.86,87.18,0.0,86.95,61.63,59.42673585
3248,San Bernardino,93.85,95.66,92.46,0.0,89.68,79.23,47.30745147
6117,Tulare ,92.42,97.28,73.71,34.21,41.45,56.52,71.54063382
5400,Los Angeles,47.95,89.01,40.67,0.0,54.06,55.46,47.63324637
5110,Los Angeles,44.67,88.02,69.49,0.0,59.42,78.99,22.46376812
3310,Los Angeles,28.16,80.66,60.28,0.0,94.39,89.0,61.33029019
2363,Los Angeles,44.94,86.32,99.78,0.0,96.41,81.04,67.84260516
4252,Los Angeles,62.92,87.41,69.61,53.5,53.46,25.41,32.02312139
3824,Los Angeles,30.62,85.26,94.56,0.0,78.61,88.74,68.79194631
4113,Los Angeles,27.25,79.77,60.46,0.0,90.62,86.88,50.52777778
4543,Los Angeles,32.91,86.54,80.36,0.0,44.83,47.57,60.80342287
5820,Orange ,29.57,58.22,84.74,0.0,87.99,39.92,71.91011236
2219,San Joaquin,44.32,43.13,53.5,0.0,76.76,92.99,69.31874689
6230,Riverside ,78.92,87.92,91.44,0.0,76.43,22.46,61.2714014
6065,Los Angeles,35.11,86.63,96.8,68.68,57.43,48.15,61.39419087
7329,Orange ,49.45,71.27,88.97,0.0,98.55,37.68,71.81315483
4930,Los Angeles,26.95,85.49,82.25,0.0,53.5,56.75,60.29535865
6207,Los Angeles,17.21,76.91,71.39,0.0,60.52,90.93,66.77999029
3254,Los Angeles,23.43,85.41,81.2,0.0,98.4,96.0,69.57614943
2433,Los Angeles,37.61,85.06,97.47,0.0,92.67,56.29,86.78455095
3425,Los Angeles,33.91,85.76,94.55,0.0,95.83,62.12,79.93483573
5498,Los Angeles,28.56,86.25,81.69,0.0,29.62,70.65,92.87931034
5912,Orange ,34.06,66.96,70.88,0.0,91.99,49.77,65.63323516
3170,Fresno ,82.69,97.8,18.24,95.02,2.15,83.4,57.97954757
2789,Los Angeles,45.61,77.54,87.18,0.0,95.31,61.63,57.63962065
5091,Los Angeles,44.78,87.64,97.67,0.0,87.21,54.9,60.8496732
4076,Los Angeles,57.65,72.46,91.56,0.0,97.61,54.21,40.30874786
5658,Orange ,22.74,65.06,38.48,75.82,73.74,65.54,63.10188416
4089,Los Angeles,50.22,82.79,96.32,0.0,49.41,42.53,63.61281206
4521,Los Angeles,40.88,84.83,99.3,0.0,63.28,99.94,59.38139059
3604,Los Angeles,33.08,86.49,80.36,0.0,44.62,47.57,60.35079051
4858,Kings ,78.44,98.74,39.28,71.31,19.22,93.71,54.20085971
4506,Los Angeles,1.25,77.61,85.07,0.0,43.38,97.53,53.54906054
4867,Los Angeles,0.0,72.97,82.02,0.0,81.2,94.25,57.67260807
5021,Los Angeles,39.99,83.7,99.02,0.0,89.41,63.64,75.36626203
3191,Los Angeles,26.45,85.54,85.85,0.0,38.72,90.89,71.16190476
2777,Los Angeles,0.0,72.48,91.71,5.91,62.68,75.58,14.46560197
2109,Sacramento ,61.07,45.33,36.39,24.81,84.78,64.1,65.87190276
3973,Los Angeles,11.38,72.13,79.65,0.0,92.58,88.61,57.63011622
4394,Los Angeles,29.66,86.48,81.69,0.0,16.12,70.65,71.53334861
2983,Los Angeles,51.97,89.2,48.06,41.98,81.39,53.9,22.65472947
2796,Los Angeles,58.62,89.84,88.93,64.23,94.47,54.77,43.33843798
4019,Fresno ,84.85,97.81,19.49,95.05,12.42,74.88,69.7656648
4389,Los Angeles,32.59,86.86,98.22,0.0,41.08,70.65,69.69622129
6263,Los Angeles,33.63,86.13,96.81,72.0,61.29,47.57,62.55169245
4361,Los Angeles,59.09,85.9,65.92,0.0,91.92,17.95,27.83777827
5873,Los Angeles,67.14,89.98,85.19,30.82,96.08,59.12,48.48592173
4910,Los Angeles,48.87,89.12,60.34,44.5,62.64,65.27,57.80841455
2794,Los Angeles,29.95,74.46,85.71,0.0,91.47,66.22,50.8559499
6529,Los Angeles,44.22,88.48,92.28,7.8,28.56,82.11,57.27598566
4284,Los Angeles,30.48,86.72,81.94,0.0,23.51,58.33,71.13331819
5427,Los Angeles,63.34,90.23,93.78,0.0,92.5,33.4,34.37274694
4927,San Diego,6.44,54.23,85.39,0.0,89.48,91.67,76.47058824
7036,Stanislaus ,62.52,51.9,62.02,55.7,39.28,58.85,42.30356869
5093,Los Angeles,52.13,85.59,94.65,0.0,83.61,60.53,45.54112554
3804,Los Angeles,65.08,90.26,91.58,10.73,74.32,33.4,30.94378546
5438,Merced ,71.14,64.07,67.62,94.62,32.12,79.47,66.18623175
2895,Kern ,84.31,99.17,95.52,0.0,61.57,89.9,66.48237733
4043,Los Angeles,38.48,83.02,76.35,0.0,55.16,70.26,49.77746545
3359,Los Angeles,32.24,83.01,42.81,0.0,99.14,85.32,59.18644068
5205,Los Angeles,74.22,90.52,74.87,0.0,35.19,57.55,50.47967905
3787,Los Angeles,18.68,83.87,81.0,0.0,93.7,95.9,69.23997606
4636,Los Angeles,29.69,84.66,78.96,16.9,24.26,47.36,61.95702943
2914,Fresno ,77.61,97.37,22.43,91.56,2.51,98.9,53.70157269
5100,San Bernardino,93.91,96.02,95.78,56.69,97.51,75.73,54.5979084
3545,Riverside ,89.34,90.97,76.07,0.0,67.78,57.5,56.4231738
8020,Riverside ,90.52,90.6,72.39,0.0,55.47,66.67,48.55526126
2392,Los Angeles,37.21,84.29,98.47,0.0,99.66,56.29,79.92831541
3889,Los Angeles,45.92,81.28,98.0,0.0,93.06,45.38,48.81364969
8815,San Bernardino,99.38,65.67,50.68,38.72,33.1,96.02,64.90082543
5177,San Bernardino,99.28,71.01,75.21,0.0,74.69,97.46,57.07684409
4390,Riverside ,89.23,88.82,77.37,19.23,93.1,57.5,53.73690338
7453,Los Angeles,86.03,94.41,77.01,0.0,87.09,78.05,57.56532067
6446,Tulare ,83.36,97.61,17.49,81.14,10.71,73.83,72.1513076
4497,San Bernardino,89.39,95.92,91.62,49.09,92.82,55.33,60.44278997
3006,Los Angeles,83.81,93.53,85.8,0.3,98.0,72.57,47.53008233
2943,Riverside ,91.82,75.55,39.13,72.57,23.28,75.09,53.27951564
2397,Los Angeles,76.25,60.22,85.31,0.0,32.67,80.15,63.2218845
4235,Los Angeles,30.88,86.68,88.46,0.0,31.31,70.65,71.20940936
5859,San Joaquin,41.98,42.72,66.28,0.0,80.28,95.98,53.136289
4256,San Bernardino,96.93,89.02,72.21,0.0,86.25,82.45,51.80345008
3138,Los Angeles,44.83,86.57,99.78,0.0,65.17,81.04,76.4532985
4688,Los Angeles,64.04,64.53,93.5,0.0,61.67,60.17,73.7647302
4895,Los Angeles,58.89,72.28,90.6,0.0,37.58,43.12,57.67376456
5109,San Bernardino,96.34,91.88,73.15,0.0,87.85,93.19,59.71413446
6284,Sacramento ,55.46,46.48,50.37,0.0,90.84,96.77,67.0460251
4236,Los Angeles,35.37,87.24,81.95,0.0,87.23,50.83,63.17475967
5383,Los Angeles,14.69,82.58,81.0,0.0,95.62,96.01,68.06781235
2957,Los Angeles,39.83,86.71,99.29,0.0,76.34,88.3,40.89912281
3371,Los Angeles,61.08,89.49,84.25,0.0,47.42,54.77,53.73228346
7449,Kern ,83.07,99.75,97.78,0.0,73.87,88.04,56.12259444
4215,Los Angeles,40.16,87.45,83.41,7.17,65.49,62.31,41.9388555
3591,Tulare ,82.79,98.25,17.18,80.8,15.17,86.13,58.95546299
7330,Los Angeles,0.0,71.49,94.07,46.66,80.14,89.68,51.04952668
5820,Los Angeles,20.98,83.19,71.95,0.0,45.33,90.11,67.38182452
4893,Los Angeles,65.4,89.73,87.5,0.0,17.44,64.28,74.55737705
6681,Los Angeles,25.94,85.85,81.89,0.0,51.03,79.97,71.59635296
4457,Los Angeles,31.93,80.4,86.36,0.0,67.46,65.04,75.2710923
7289,Los Angeles,24.36,78.44,78.51,0.0,86.64,43.43,44.39365421
4795,Los Angeles,51.24,89.31,66.9,51.58,64.71,64.72,27.15725806
3153,Los Angeles,20.06,84.42,81.69,0.0,94.92,95.97,83.18033758
6585,Los Angeles,43.92,87.98,72.49,4.62,89.96,78.88,29.60672376
145,Los Angeles,72.8,61.72,89.23,0.0,47.31,76.16,81.85328185
3320,Los Angeles,32.44,86.19,94.55,0.0,61.19,70.65,90.1618929
4516,Kings ,70.5,82.07,9.7,93.32,18.22,46.39,51.82776407
4514,Fresno ,80.1,98.6,53.8,73.96,6.5,88.29,65.21004346
6401,Kern ,96.36,98.58,17.42,98.57,30.04,24.4,71.17180617
4195,San Bernardino,91.1,94.99,89.79,0.0,93.61,73.21,37.80808806
5003,Stanislaus ,60.17,48.34,34.03,69.68,6.1,59.89,57.28602926
4257,Los Angeles,29.22,85.28,79.9,0.0,30.34,56.38,58.22155986
8115,Fresno ,79.45,96.07,52.94,88.91,60.35,63.68,43.36448598
3453,San Joaquin,44.65,44.13,34.03,91.33,47.2,77.37,34.13666005
4029,Los Angeles,60.68,90.18,91.45,47.06,90.05,53.14,25.0931677
4990,San Bernardino,91.71,95.46,91.53,0.0,88.35,65.22,44.52537594
5597,Fresno ,85.71,97.03,23.83,75.86,11.97,47.77,75.84300719
5887,Riverside ,96.53,55.19,17.0,25.64,70.6,73.23,68.38270236
5420,Los Angeles,31.68,86.58,80.36,0.0,30.05,47.64,60.58877645
4090,Los Angeles,0.0,71.1,91.77,19.2,93.4,79.27,25.49258088
4271,Los Angeles,17.79,79.42,52.35,0.0,80.93,93.25,67.55447942
4869,Fresno ,77.03,98.7,20.37,94.25,14.92,87.0,45.87212911
5882,Los Angeles,68.28,90.17,79.77,42.88,93.29,59.11,55.52763819
3224,Los Angeles,36.95,84.06,98.46,0.0,94.35,55.1,75.71428571
3016,Los Angeles,12.42,76.7,47.6,0.0,32.52,91.82,66.95392774
4677,San Bernardino,98.37,82.67,40.79,0.0,29.01,93.58,56.32519766
2990,Los Angeles,28.5,86.51,82.25,0.0,35.71,79.67,69.40298507
6948,Los Angeles,81.97,54.8,86.01,0.0,30.45,73.14,53.74160049
5284,Riverside ,91.23,83.89,73.2,71.11,82.65,73.52,35.49640567
6170,Los Angeles,74.72,89.61,74.97,3.39,37.98,59.11,39.35762224
4219,Los Angeles,0.0,65.29,93.64,0.0,14.71,56.99,55.60099977
6231,San Bernardino,90.22,95.82,91.61,49.05,45.5,63.12,44.10572401
4668,Los Angeles,52.87,80.89,95.54,0.0,81.84,44.52,68.08467742
4675,Los Angeles,62.87,89.64,93.12,0.0,58.69,62.09,58.98557062
3120,San Bernardino,96.5,93.04,37.55,0.0,47.19,78.27,61.4632608
9670,Tulare ,87.01,74.91,46.97,33.18,23.62,72.81,71.82596291
3343,San Bernardino,98.98,67.77,48.86,1.43,34.71,96.76,79.63256256
2992,Santa Clara,12.98,39.95,83.21,0.0,90.78,61.53,48.41508175
2334,Los Angeles,25.62,80.26,60.46,0.0,70.39,88.94,39.38339135
3302,San Bernardino,96.87,76.61,52.94,0.0,88.65,72.43,66.52813299
6564,Los Angeles,66.82,89.43,81.29,27.83,45.62,64.28,45.00754148
5546,San Joaquin,44.19,43.61,48.16,54.93,67.82,90.37,59.42631058
4485,Sacramento ,56.66,46.17,50.28,0.0,61.74,89.1,68.35363293
5503,Los Angeles,29.9,79.2,84.65,0.0,58.35,60.58,53.00198807
3823,Los Angeles,25.88,85.81,81.69,0.0,98.79,88.18,76.6185259
5324,San Bernardino,99.34,67.21,55.87,27.86,46.43,95.88,60.16107885
3979,Kern ,86.53,99.22,40.86,43.04,17.56,76.04,64.79674797
6852,Fresno ,84.86,96.69,77.7,42.51,68.89,83.91,61.99546485
2806,Los Angeles,29.68,86.66,82.25,0.0,49.69,60.8,64.57124436
6543,Los Angeles,0.0,70.83,82.26,15.18,89.56,47.87,48.60160666
3979,Los Angeles,82.4,89.65,82.56,0.93,95.42,67.09,38.85400314
3412,Los Angeles,22.42,84.67,81.25,0.0,22.98,89.55,77.17760181
6264,Kern ,84.02,99.19,96.4,0.0,32.88,88.52,74.00677
3934,Los Angeles,35.61,87.44,80.36,0.0,52.53,51.45,62.91959407
3295,Santa Clara,12.82,39.75,86.37,0.0,92.74,70.95,66.5158371
10799,San Bernardino,95.14,93.67,72.43,46.36,80.29,65.01,35.5553338
2721,Los Angeles,74.09,61.93,77.82,0.0,67.73,72.22,36.89167975
3973,Los Angeles,71.44,89.92,74.93,0.0,45.2,59.11,48.9382716
5323,Los Angeles,14.18,75.45,77.74,0.0,44.02,91.07,68.86717192
3606,Los Angeles,10.84,79.58,83.07,0.0,96.25,96.97,62.07224335
4609,Los Angeles,31.61,85.31,79.91,0.0,80.88,47.57,70.63681808
6782,Riverside ,96.55,74.13,66.3,0.0,74.33,90.2,47.92595595
3757,Los Angeles,51.45,79.85,96.32,0.0,99.64,42.53,45.93781344
4427,Los Angeles,0.0,77.49,71.6,57.72,38.41,81.66,58.31749049
4415,Riverside ,83.59,87.81,83.63,0.0,90.16,50.12,36.36563393
5050,Los Angeles,67.35,65.01,68.99,0.83,44.16,73.97,51.99025183
4483,Los Angeles,0.0,75.65,89.14,87.45,54.78,70.33,49.29390997
7027,Madera ,68.42,88.99,68.63,28.83,46.76,91.09,70.41470714
3493,Los Angeles,24.74,84.04,70.43,0.0,50.39,40.69,65.13994911
4424,Kings ,76.65,98.62,65.55,68.22,30.81,93.71,75.38553976
2973,Los Angeles,34.81,87.3,80.36,0.0,51.17,51.96,52.24447514
5826,Los Angeles,68.55,71.79,81.78,0.0,74.27,73.64,49.27699531
3019,Los Angeles,0.0,64.48,99.81,0.0,16.4,56.99,72.20467467
2822,Merced ,73.44,65.92,92.29,0.0,59.26,0.0,79.6411093
3939,San Joaquin,43.12,43.73,63.44,0.0,78.48,88.71,66.50110375
3187,Riverside ,82.32,86.2,93.95,0.0,30.27,29.59,68.98911353
6170,Los Angeles,33.9,86.34,94.55,0.0,33.9,70.65,77.44630072
7857,Riverside ,93.86,92.43,28.99,0.0,83.87,58.6,55.91738469
5394,Los Angeles,46.2,85.95,99.39,0.0,96.06,81.04,64.72386387
5674,Fresno ,89.96,96.79,97.62,0.0,69.29,88.31,59.07109005
6682,Fresno ,86.83,96.42,83.31,0.0,45.59,93.1,61.24347949
7306,Los Angeles,23.73,84.77,77.6,0.0,51.02,80.77,63.2749713
4866,Fresno ,90.28,96.17,95.31,0.0,80.48,80.94,59.39883356
4749,Fresno ,90.54,96.82,96.08,0.0,57.4,92.54,54.96503497
6617,Los Angeles,31.15,86.17,80.18,0.0,34.63,47.86,62.98527443
6943,Los Angeles,19.51,79.39,56.7,0.0,96.92,79.76,63.67907481
3963,Los Angeles,0.0,79.46,95.26,45.4,84.2,57.3,61.86528497
3562,Los Angeles,24.32,85.64,81.69,0.0,98.9,96.64,77.8664008
3444,Los Angeles,23.61,85.37,81.69,0.0,55.49,96.64,69.30119011
4141,Los Angeles,69.68,64.64,78.14,0.0,81.59,73.27,56.26011873
15845,Kern ,78.15,98.55,18.92,95.12,14.79,38.82,58.88096451
8235,Tulare ,92.3,97.26,38.72,74.43,12.04,77.15,69.87466943
3580,Los Angeles,44.48,88.24,96.03,0.0,26.63,82.11,75.74433215
5674,Orange ,25.83,53.25,85.82,28.4,56.18,29.41,51.85984723
2945,Los Angeles,66.1,66.25,77.68,0.0,29.39,57.02,55.17751479
3147,Kern ,82.64,99.38,95.98,0.0,39.54,89.56,75.42834891
3524,Los Angeles,18.27,75.44,89.77,19.26,89.15,91.07,54.77616196
5895,Los Angeles,24.87,85.56,81.69,0.0,96.81,91.16,66.69077758
5099,Fresno ,79.32,98.3,33.54,92.53,4.91,71.97,47.846243
3862,Merced ,39.92,21.92,8.3,81.4,36.96,82.31,49.30966469
5658,Los Angeles,72.86,89.68,75.02,0.0,62.26,59.11,47.62071379
3903,San Bernardino,97.39,89.77,33.0,0.0,32.95,87.7,79.09732728
5437,Kern ,73.9,98.36,19.64,78.51,5.59,30.5,69.36211973
2995,Los Angeles,40.83,82.26,99.02,0.0,60.0,50.18,71.37083193
2313,Los Angeles,5.31,79.63,85.07,0.0,96.72,96.2,59.22605002
4461,San Bernardino,95.43,95.42,91.51,0.0,86.63,65.72,40.79545455
3715,Los Angeles,30.19,86.73,82.25,0.0,34.81,58.33,66.48800408
5818,Los Angeles,71.9,62.05,89.12,0.0,89.63,76.16,58.31363278
5688,Los Angeles,48.52,89.07,40.67,0.0,59.37,64.66,47.3459968
4078,Los Angeles,31.92,87.08,82.25,0.0,41.41,60.73,56.63632008
8631,Orange ,27.47,70.43,90.12,92.43,86.0,45.96,52.51798561
5267,Los Angeles,21.0,80.72,69.85,0.0,87.5,71.87,66.4824028
15579,Kern ,88.19,99.08,40.2,93.99,44.49,76.04,54.78036176
5496,Los Angeles,9.25,75.69,47.6,0.0,26.42,93.81,61.49828921
5587,Tulare ,92.54,94.47,33.11,94.55,5.91,79.66,69.52311347
2775,Los Angeles,44.33,81.61,99.02,0.0,92.18,46.06,51.76625949
4498,Merced ,74.11,66.08,70.83,0.0,46.85,0.0,85.81280788
7312,Los Angeles,13.7,77.92,47.6,0.0,13.93,91.82,70.66814527
3405,Tulare ,87.04,97.23,32.44,90.6,6.4,45.09,46.35155096
3122,Los Angeles,74.17,61.68,85.56,0.0,93.19,75.43,39.3271028
2832,Riverside ,89.61,92.16,28.49,0.0,30.76,57.5,56.59547739
7139,Los Angeles,0.0,76.4,84.25,52.18,42.51,77.32,44.78810409
1860,Los Angeles,23.0,82.84,70.43,0.0,43.66,40.69,77.40778689
5520,Fresno ,88.11,96.84,93.68,0.0,58.45,84.89,63.11143803
839,Los Angeles,0.0,65.76,93.64,0.0,53.96,74.4,78.99807322
6880,Orange ,27.86,55.5,84.97,0.0,48.62,36.2,75.94900029
2715,Los Angeles,33.5,82.82,62.23,0.0,99.84,75.86,60.95751854
5279,Ventura ,0.0,36.33,43.86,98.54,36.57,81.13,70.23390602
2304,Los Angeles,45.45,81.02,97.87,0.0,96.52,45.38,52.56797583
2601,Los Angeles,0.0,72.02,94.19,10.96,97.22,74.23,19.81981982
2508,San Joaquin,40.85,44.39,43.06,79.14,71.41,24.82,46.72027084
3851,Los Angeles,73.45,62.78,52.91,0.0,80.79,65.12,45.0266181
4284,Los Angeles,6.2,74.62,59.38,0.0,16.69,94.25,58.75998121
5274,San Bernardino,84.64,95.17,76.71,0.0,26.09,43.02,59.29937774
5067,Sacramento ,53.17,44.42,63.25,0.0,89.85,95.42,69.07973027
5454,Los Angeles,84.67,93.88,84.58,0.0,96.89,72.63,42.85477178
5706,Stanislaus ,60.2,50.67,35.78,86.82,14.22,84.16,76.6104182
5020,Ventura ,0.0,39.3,28.91,99.67,24.65,58.19,44.53717754
4023,Los Angeles,51.88,89.38,76.02,44.04,95.71,64.99,27.88978495
3372,Los Angeles,22.87,84.92,81.69,0.0,18.06,88.36,72.09608424
3248,Los Angeles,46.41,88.77,69.54,20.82,97.58,78.88,43.17857143
3019,Los Angeles,0.0,62.17,74.73,0.0,55.68,73.78,73.68421053
5678,Los Angeles,77.7,91.83,65.38,0.0,88.2,45.2,41.36500754
4579,Riverside ,96.05,77.51,96.84,0.0,79.36,69.81,56.49412512
10463,Riverside ,98.02,45.24,37.03,64.13,56.23,58.43,46.54196158
5613,Los Angeles,34.62,85.88,96.39,46.06,37.62,47.91,65.29215976
6712,Tulare ,87.1,96.89,36.47,55.36,8.13,45.09,73.09774436
5446,Los Angeles,69.65,63.29,71.19,1.79,78.18,74.14,32.9851752
5225,Los Angeles,55.97,87.73,71.12,0.0,86.4,9.43,55.55786412
5058,San Bernardino,92.07,95.61,92.36,0.0,82.94,63.12,35.54149609
5256,Los Angeles,78.62,57.69,56.97,44.37,72.2,79.03,61.23748863
4330,Los Angeles,58.93,72.91,79.14,0.0,25.05,42.67,57.99307958
4398,Fresno ,90.39,96.63,93.29,0.0,67.27,92.15,67.74590164
6356,Los Angeles,2.33,70.33,93.25,36.7,53.95,89.37,43.18445957
4464,Los Angeles,61.34,88.17,70.66,48.65,90.99,24.1,39.875
5055,Los Angeles,20.11,83.47,81.0,0.0,26.07,93.0,57.77222008
4110,Los Angeles,69.84,63.91,72.99,1.33,80.77,73.87,36.22437486
4325,Los Angeles,24.45,85.27,81.86,0.0,45.6,79.97,60.60405644
2369,Los Angeles,35.4,84.96,94.55,0.0,99.21,54.55,80.97585017
5304,Los Angeles,74.44,90.01,74.87,0.0,21.08,59.11,55.19868231
2803,Los Angeles,57.39,88.97,74.62,0.0,38.38,24.1,53.3791987
5691,Los Angeles,17.15,83.32,80.75,0.0,91.41,96.05,63.82885833
4557,Los Angeles,29.06,86.59,81.86,0.0,43.02,70.65,72.80593325
2806,Sacramento ,47.07,38.05,78.38,0.0,75.55,95.63,78.81679389
5620,Los Angeles,14.88,80.85,80.8,0.0,33.09,96.18,62.50428816
4782,Kern ,85.95,99.14,84.87,0.0,46.03,66.38,77.35172908
2761,Los Angeles,50.6,87.22,92.56,0.0,94.46,26.39,14.62160176
4338,San Bernardino,94.33,95.54,57.6,19.96,23.16,75.46,55.32777653
391,Los Angeles,78.95,93.37,64.2,12.16,79.18,68.97,74.16267943
7518,Los Angeles,32.35,78.8,83.32,0.0,73.22,66.36,32.16184671
7910,Los Angeles,0.0,77.63,65.07,49.65,56.75,74.45,29.14824991
5998,Los Angeles,79.7,56.99,74.46,0.0,78.8,80.33,50.440044
5522,Los Angeles,26.37,83.85,77.73,0.0,48.3,40.69,58.62141653
4776,Los Angeles,84.23,93.72,86.09,0.0,86.94,72.63,52.1174206
4930,Riverside ,94.52,46.92,6.66,55.63,27.44,73.48,62.05920766
4000,Stanislaus ,60.84,51.81,21.27,89.7,7.41,60.0,48.88408927
9406,Tulare ,89.1,92.12,17.6,90.24,6.36,26.79,75.78969462
4821,Los Angeles,19.47,84.19,81.7,0.0,93.41,95.91,77.40162673
3982,San Bernardino,96.44,93.32,37.55,0.0,41.19,78.27,63.54017729
5969,San Bernardino,97.94,89.74,35.65,0.0,24.42,87.7,57.54670193
3507,Fresno ,91.63,96.7,95.39,0.0,57.33,92.52,70.89363657
7243,Merced ,73.92,66.3,61.55,74.59,18.96,0.0,73.32929782
5489,San Bernardino,97.73,90.76,42.14,0.0,31.51,87.7,50.02607335
3819,Los Angeles,3.26,79.68,73.85,0.0,96.71,96.99,68.48840309
