Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty Pctl,Cardiovascular Disease Pctl
5871,Los Angeles,91602,-118.3866139,34.152183,73.93,81.66,74.26,0.0,97.49,20.93,27.09,26.16
4010,Alameda ,94555,-122.0506927,37.5594781,16.94,30.7,85.3,0.0,80.95,47.81,3.72,67.57
3101,Los Angeles,91741,-117.866662,34.1310435,82.1,66.23,55.52,0.0,35.1,39.88,51.73,37.53
6342,Los Angeles,91006,-118.0267442,34.1384568,69.23,52.61,44.08,0.0,84.25,6.05,41.66,25.0
3606,San Bernardino,92307,-117.2006679,34.5311782,98.18,10.74,9.4,0.0,3.68,94.3,58.89,99.23
4410,Butte ,95973,-121.8641991,39.7638851,60.88,40.92,37.52,68.35,41.8,26.82,76.32,29.06
2401,Riverside ,92596,-117.0778761,33.6665082,85.21,20.16,7.9,52.53,7.78,29.42,30.6,90.13
2125,Los Angeles,91304,-118.6502378,34.2266028,77.87,42.86,14.03,0.0,26.57,57.59,29.88,45.57
2236,Los Angeles,91105,-118.1562323,34.139856,69.23,66.23,57.88,0.0,73.2,7.33,31.77,6.58
3433,San Bernardino,92277,-116.197921,34.1218895,98.18,2.32,1.52,0.0,3.56,47.72,77.2,94.22
4734,San Diego,92025,-117.0693151,33.1059882,60.88,52.61,60.11,50.62,30.05,42.71,76.42,37.69
5171,Riverside ,92586,-117.1905999,33.6888926,85.21,52.61,49.25,0.0,61.66,36.37,42.29,82.53
11426,San Bernardino,91739,-117.516112,34.1510649,98.18,92.89,73.95,0.0,89.45,28.94,0.24,76.05
3818,Los Angeles,91107,-118.0900164,34.15374,69.23,52.61,58.93,73.65,77.63,23.06,11.23,27.34
5892,Sacramento ,95821,-121.3570367,38.6362404,69.23,40.92,51.66,0.0,44.86,85.8,12.68,34.21
8148,Riverside ,92596,-117.1031008,33.5873473,82.1,8.67,18.41,56.16,23.83,13.68,18.89,97.72
2935,Riverside ,92882,-117.6042543,33.8697102,82.1,92.89,20.4,0.0,23.76,33.79,54.9,83.69
6590,Marin ,94949,-122.5155998,38.058006,11.08,10.74,17.08,0.0,92.2,58.35,35.76,13.69
5978,San Bernardino,92308,-117.1641151,34.4848736,98.18,11.8,9.92,0.0,14.45,87.07,90.95,92.51
3124,Sacramento ,95864,-121.3922567,38.5922351,69.23,40.92,25.99,0.0,67.92,51.4,68.98,37.53
4782,Santa Barbara,93454,-120.4265923,34.9567334,16.94,1.86,32.43,0.0,35.12,67.2,87.43,33.89
6517,Los Angeles,90212,-118.3944002,34.0620828,60.88,81.66,69.42,0.0,84.86,5.75,22.53,14.59
7000,Sacramento ,95624,-121.36407,38.3933575,60.88,32.61,37.49,36.46,49.37,52.45,34.58,71.77
3203,Santa Clara,95136,-121.8523356,37.260732,22.34,52.61,65.46,0.0,82.28,33.11,21.91,54.22
3068,Los Angeles,90041,-118.2188456,34.1213123,64.8,81.66,66.76,0.0,62.35,25.3,71.16,6.97
3158,Los Angeles,90293,-118.4523916,33.9583368,53.02,81.66,37.57,0.0,61.37,10.2,7.04,22.74
4223,Solano ,94591,-122.2027379,38.0700529,16.94,17.81,42.13,0.0,63.02,85.81,21.68,57.57
2772,Los Angeles,93552,-118.0525805,34.5516033,91.1,7.76,20.07,0.0,47.1,66.43,67.66,82.43
5605,Alameda ,94538,-121.9850086,37.5509731,16.94,32.61,58.12,0.0,45.37,39.67,51.44,32.63
4609,Sonoma ,94952,-122.6301681,38.232937,11.08,7.76,31.44,0.0,68.87,54.05,37.66,49.96
4381,Orange ,92653,-117.7057718,33.5930992,64.8,30.7,56.23,0.0,36.14,22.84,56.23,35.87
9825,Solano ,94534,-122.1486859,38.1649825,22.34,17.81,13.44,55.57,82.78,55.83,13.41,53.86
4480,Santa Barbara,93101,-119.695588,34.4084121,25.87,2.32,38.52,0.0,61.16,18.65,75.31,0.72
6021,San Diego,92117,-117.195777,32.8226369,31.84,40.92,34.62,0.0,43.7,43.88,33.12,21.97
4532,Yolo ,95620,-121.6408756,38.4299171,53.02,20.16,9.32,76.32,39.37,20.73,44.02,25.27
3764,Kern ,93308,-119.0833307,35.4069513,91.1,99.64,76.55,0.0,26.52,85.72,14.58,87.2
5729,Riverside ,92584,-117.1474008,33.6786757,85.21,40.92,29.17,27.87,45.75,36.19,38.53,92.79
3763,San Diego,92056,-117.286498,33.1803561,31.84,40.92,49.15,0.0,80.8,32.37,74.22,38.65
6460,Los Angeles,93550,-118.0773655,34.5829354,91.1,7.76,9.71,0.0,13.32,93.89,93.12,93.23
7316,San Diego,92115,-117.0626516,32.7715642,31.84,52.61,47.27,0.0,82.87,42.58,92.82,11.35
3832,Riverside ,92223,-116.9514006,33.9374604,100.0,30.7,65.29,0.0,58.65,60.52,30.99,93.44
3507,San Diego,91945,-117.0325983,32.7243261,31.84,66.23,43.52,0.0,22.6,67.61,57.36,33.65
4684,Los Angeles,91307,-118.6306683,34.2024601,82.1,52.61,29.83,42.62,56.37,32.46,16.39,23.04
4567,Alameda ,94501,-122.2582454,37.7698045,7.58,30.7,94.86,0.0,43.99,70.69,16.15,62.0
5709,Los Angeles,90638,-118.016038,33.9092096,53.02,69.14,73.3,0.0,39.77,11.16,31.38,25.73
2505,Sacramento ,95818,-121.4817038,38.5543039,53.02,40.92,85.89,0.0,60.08,73.36,43.41,59.49
2287,Napa ,94574,-122.4550323,38.5022881,11.08,30.7,13.01,78.36,34.54,31.28,65.87,15.14
6621,San Luis Obispo,93444,-120.4790939,35.0336698,16.94,8.83,14.14,97.13,50.63,39.85,46.35,19.0
5016,Napa ,94558,-122.3124397,38.3317567,16.94,17.81,35.89,60.46,34.93,47.67,32.7,41.27
2642,Monterey ,93901,-121.6776094,36.6701186,11.08,3.92,76.48,98.41,26.37,94.4,36.67,68.28
4638,San Diego,92115,-117.0739019,32.7647357,31.84,52.61,46.47,0.0,53.5,63.84,71.3,30.12
4082,Los Angeles,90024,-118.4490226,34.0626943,53.02,81.66,92.35,0.0,96.29,0.74,90.47,8.49
1727,Orange ,92831,-117.8934116,33.8793825,53.02,66.23,73.55,0.0,75.25,56.96,14.83,60.58
5647,Los Angeles,90713,-118.1089643,33.8524335,40.49,66.23,66.8,53.05,50.97,37.69,14.83,62.98
4454,Los Angeles,90802,-118.1697407,33.7718291,31.84,66.23,39.44,0.0,50.81,50.03,76.15,16.92
3185,Los Angeles,90027,-118.2785412,34.1029474,64.8,92.89,84.29,0.0,,47.91,11.89,65.54
2871,Los Angeles,91387,-118.4333787,34.4180484,91.1,40.92,65.25,0.0,81.39,38.77,43.57,76.59
5243,Los Angeles,93535,-118.0999054,34.7059962,91.1,7.76,19.5,0.0,6.37,97.54,85.14,98.69
5545,Orange ,92630,-117.6599285,33.6588801,64.8,30.7,24.28,75.31,32.07,20.36,42.88,39.5
6189,Yolo ,95695,-121.788585,38.6811985,53.02,10.74,14.5,0.0,19.18,64.44,64.63,60.38
3590,Ventura ,93033,-119.1898328,34.1720578,40.49,40.92,32.16,0.0,26.66,25.47,77.0,19.85
5074,Alameda ,94536,-122.0049883,37.5481818,16.94,32.61,80.76,0.0,37.26,63.61,57.76,73.94
5164,San Francisco,94109,-122.419076,37.7907445,7.58,30.7,98.53,0.0,59.06,65.57,26.65,19.85
3902,Placer ,95678,-121.2933222,38.728908,73.93,17.81,43.15,0.0,87.08,51.46,43.26,59.39
3954,Tuolumne ,40,-119.6407227,37.9494993,82.1,2.54,0.2,13.57,1.44,41.9,53.16,86.83
5968,Alameda ,94568,-121.9324146,37.7126931,22.34,30.7,93.49,0.0,87.52,19.27,31.38,27.17
4116,San Diego,91977,-116.996053,32.7017506,31.84,81.66,23.7,0.0,67.83,79.33,37.66,40.09
7443,San Mateo,94014,-122.4568853,37.6970709,7.58,30.7,69.98,30.26,36.6,70.05,19.46,20.71
11161,Riverside ,92563,-117.1520055,33.5863863,82.1,10.74,20.68,0.0,58.68,22.43,17.54,57.27
3430,Los Angeles,91326,-118.5550665,34.2804584,85.21,52.61,81.95,0.0,90.15,22.23,25.1,44.11
4489,San Diego,91977,-116.9898629,32.7116102,31.84,81.66,7.09,0.0,52.84,79.33,48.8,40.09
3137,San Francisco,94112,-122.4523964,37.7193276,7.58,30.7,92.67,0.0,84.7,63.51,27.89,40.95
5035,Santa Barbara,93436,-120.3432843,34.6948804,22.34,1.86,4.39,88.26,4.22,61.46,28.37,76.36
4795,Ventura ,93001,-119.2629165,34.255445,40.49,40.92,90.13,98.55,76.98,60.14,9.7,63.35
2504,Napa ,94559,-122.2594555,38.2877477,16.94,17.81,29.6,69.04,5.34,66.59,40.94,31.24
6605,Los Angeles,90056,-118.3729521,33.9875024,53.02,81.66,62.61,0.0,79.75,45.22,13.76,21.04
3165,San Diego,92139,-117.0547677,32.6775705,25.87,66.23,61.9,0.0,5.82,74.72,40.21,67.4
2980,Orange ,92705,-117.841268,33.7634533,60.88,52.61,86.26,0.0,56.64,43.75,55.05,34.06
7024,Santa Barbara,93436,-120.4553583,34.6647495,22.34,1.86,15.02,93.42,12.07,65.39,43.41,80.64
4920,San Joaquin,95242,-121.3290413,38.1663993,53.02,40.92,8.25,75.8,12.52,29.97,21.68,72.53
1196,Riverside ,92282,-116.6555007,33.9744497,100.0,4.73,18.78,0.0,47.46,89.99,92.14,77.53
6470,Los Angeles,90094,-118.4172475,33.9769997,53.02,81.66,84.43,0.0,62.15,2.64,27.09,5.05
2877,Los Angeles,90036,-118.3573276,34.0781666,60.88,81.66,73.09,0.0,85.42,20.0,38.4,33.29
2359,Marin ,94965,-122.513094,37.8692756,7.58,17.81,17.03,0.0,92.81,27.14,84.5,5.09
5385,San Diego,92139,-117.0387603,32.6835898,25.87,69.14,27.89,0.0,62.5,62.46,50.47,35.36
10516,Riverside ,92508,-117.3226083,33.8910477,98.18,92.89,28.76,54.09,21.83,26.46,7.24,59.83
4463,Los Angeles,90713,-118.117102,33.863466,40.49,69.14,82.4,29.12,49.25,31.47,18.21,44.38
4824,Fresno ,93611,-119.6757076,36.8456635,98.18,97.22,52.21,27.67,16.86,41.78,20.89,29.93
3222,Lake ,95423,-122.7065788,39.1620236,31.84,2.32,1.12,31.58,0.28,61.19,95.02,47.6
5397,Ventura ,93036,-119.1903853,34.224257,40.49,40.92,25.12,0.0,25.33,39.04,77.45,34.77
6034,Los Angeles,91765,-117.7792994,34.0162998,82.1,83.99,22.63,0.0,94.62,13.79,15.29,31.64
6087,Los Angeles,90025,-118.4245499,34.0525736,53.02,81.66,80.93,0.0,71.86,5.75,30.99,32.63
3942,Los Angeles,90068,-118.3345237,34.1319418,73.93,81.66,46.46,0.0,97.58,8.47,32.7,34.14
2244,Los Angeles,90601,-118.0208427,34.0017622,53.02,81.66,59.29,0.0,6.94,68.18,13.76,82.46
4052,Butte ,95973,-121.8638042,39.7754009,60.88,40.92,32.58,76.11,18.87,29.36,60.2,41.09
2413,Los Angeles,90291,-118.4599433,33.9933608,53.02,81.66,81.11,0.0,68.2,31.57,21.45,49.96
2501,San Diego,92027,-117.0530788,33.1461143,60.88,52.61,55.74,0.0,28.9,35.31,59.97,39.42
3060,Butte ,95965,-121.5980004,39.5191072,69.23,30.7,13.67,0.0,9.12,89.53,90.57,99.35
4505,Shasta ,96007,-122.3051577,40.4613796,53.02,7.76,19.07,42.31,27.62,69.33,76.42,84.88
5536,Solano ,94510,-122.1640059,38.0900638,16.94,17.81,23.91,0.0,20.09,60.6,4.53,38.24
3235,Solano ,95687,-121.9249586,38.3446313,31.84,17.81,26.92,76.35,6.77,80.15,2.82,69.98
1525,San Mateo,94070,-122.2554355,37.5101395,11.08,40.92,31.47,0.0,86.33,21.23,38.53,15.21
4578,San Francisco,94133,-122.4142914,37.7964984,7.58,30.7,99.69,0.0,36.21,14.62,41.86,0.46
4760,Plumas ,96122,-120.3358146,39.9140961,77.87,4.98,1.44,20.98,3.85,74.58,66.64,44.86
3460,Sutter ,95953,-121.8399669,39.2210289,69.23,20.16,5.16,77.25,0.41,24.88,39.92,87.88
2993,Modoc ,96108,-120.6933431,41.6379522,60.88,1.95,0.05,18.28,0.61,65.75,62.07,93.23
5412,Los Angeles,90503,-118.349124,33.8403641,40.49,81.66,47.97,0.0,52.76,22.12,57.07,29.7
3240,Sierra ,96124,-120.5219926,39.5769252,73.93,11.8,0.32,33.62,0.38,64.37,45.85,19.51
4080,Los Angeles,90638,-117.9932439,33.8962298,53.02,66.23,57.03,0.0,50.39,31.98,34.38,60.58
5906,Humboldt ,95521,-124.080234,40.8665615,0.24,7.76,10.02,0.0,26.41,81.77,94.34,49.52
3845,San Bernardino,91730,-117.620363,34.116218,98.18,92.89,42.17,34.21,53.31,26.88,45.1,50.55
3964,Sacramento ,95670,-121.2719777,38.5746641,69.23,40.92,30.54,0.0,18.29,51.79,21.45,57.47
4244,Riverside ,92203,-116.289198,33.749192,91.1,17.81,38.21,39.72,47.65,26.37,64.79,44.38
2051,Riverside ,92234,-116.4701978,33.7959943,100.0,10.74,17.51,70.6,22.01,47.06,46.11,60.58
6974,San Bernardino,92307,-117.2267112,34.5425661,98.18,10.74,14.66,0.0,3.84,94.3,86.34,99.23
3017,Riverside ,92506,-117.3385631,33.9418987,98.18,83.99,44.7,0.0,30.04,34.38,14.58,20.71
3272,San Joaquin,95215,-121.1809166,38.0018256,60.88,84.01,12.79,91.59,4.29,32.63,55.31,38.0
3102,Contra Costa,94547,-122.2744575,38.0264084,11.08,17.81,42.85,0.0,69.57,64.12,18.44,26.16
4108,Riverside ,92562,-117.2137751,33.5753129,82.1,20.16,57.06,0.0,82.23,30.13,46.26,74.43
4603,Santa Clara,94043,-122.0743461,37.4012062,16.94,42.86,82.79,0.0,76.21,8.84,7.81,30.27
15473,Orange ,92602,-117.7783403,33.7166338,60.88,42.86,85.77,77.6,84.37,7.03,24.21,9.43
3257,Orange ,92637,-117.7160562,33.606971,60.88,30.7,56.37,0.0,38.02,28.87,48.94,34.21
5480,Santa Clara,95127,-121.8149477,37.3640773,22.34,52.61,39.25,0.0,40.07,60.72,57.47,65.95
2578,Solano ,94590,-122.2687139,38.1220821,16.94,17.81,35.25,0.0,49.23,99.15,58.37,92.1
4072,Orange ,92637,-117.7248144,33.6167121,60.88,30.7,60.51,0.0,90.89,15.22,43.26,18.03
7198,Kern ,93505,-117.9674113,35.1264114,98.18,8.73,5.41,0.0,2.09,78.08,56.67,95.91
6884,Monterey ,93906,-121.6435841,36.7023913,11.08,3.92,24.26,0.0,48.31,83.78,66.03,69.98
7481,Santa Clara,95148,-121.801337,37.3184116,22.34,52.61,58.39,0.0,51.0,14.65,52.7,14.86
4359,Los Angeles,90035,-118.3948253,34.0530704,60.88,81.66,69.42,0.0,74.33,18.53,18.05,35.21
8224,Riverside ,92563,-117.1553002,33.5660699,82.1,8.67,35.46,0.0,19.94,26.87,34.58,64.97
4672,Amador ,95629,-120.7448948,38.4852152,77.87,8.01,2.96,46.85,3.18,42.9,40.74,48.78
4005,San Mateo,94060,-122.3140903,37.2768483,16.94,42.86,2.04,80.26,0.94,3.32,49.19,1.62
2458,San Diego,91932,-117.1072875,32.5794072,22.34,92.89,9.31,0.0,52.53,82.31,86.12,45.01
3584,San Bernardino,91784,-117.6804289,34.1272011,91.1,83.99,60.55,0.0,89.46,27.25,21.45,42.89
4207,San Bernardino,91701,-117.6072895,34.138221,98.18,92.89,45.26,0.0,83.09,17.83,38.53,45.82
7079,Santa Clara,95050,-121.9571425,37.330263,16.94,52.61,72.59,0.0,40.91,29.53,21.68,42.55
4674,Alameda ,94587,-122.0766119,37.586873,11.08,30.7,91.33,0.0,17.72,83.49,30.81,78.39
2926,Los Angeles,91745,-117.9603912,33.9780615,60.88,81.66,11.5,24.34,32.42,47.95,28.37,67.04
5677,Ventura ,93003,-119.1820881,34.254839,40.49,40.92,43.75,99.52,53.55,38.29,31.77,65.7
6858,San Joaquin,95377,-121.4243351,37.7086246,77.87,52.61,38.1,61.5,8.01,61.97,23.93,73.39
4407,Sacramento ,95628,-121.2584098,38.643865,73.93,32.61,29.25,0.0,35.81,48.0,40.06,51.84
6610,Alameda ,94551,-121.7803522,37.6852748,25.87,30.7,61.82,0.0,23.49,27.0,62.54,34.06
2166,San Diego,92054,-117.3896198,33.201527,31.84,40.92,40.67,0.0,,56.56,41.46,56.09
5227,Santa Clara,94085,-122.0047735,37.3800277,16.94,52.61,75.81,12.57,57.55,25.65,21.45,20.71
2287,Santa Barbara,93436,-120.4658965,34.6350153,22.34,1.86,13.28,79.71,7.57,65.39,54.17,80.64
5481,Napa ,94558,-122.3027487,38.2689461,16.94,17.81,35.79,76.63,38.23,72.25,20.64,50.06
3995,Los Angeles,93550,-118.0788777,34.5774296,91.1,7.76,19.61,0.0,26.26,93.89,92.67,93.23
4639,San Diego,92027,-117.0410689,33.1455819,60.88,52.61,55.74,0.0,43.53,35.31,68.71,39.42
2310,Alameda ,94587,-121.9815046,37.6163011,16.94,30.7,17.5,9.38,33.78,74.82,34.09,64.03
3334,Los Angeles,93535,-118.072221,34.6789749,91.1,7.76,12.51,46.33,6.33,97.54,68.61,98.69
4740,Amador ,95665,-120.6621779,38.3930097,73.93,4.0,2.33,38.4,19.1,74.79,46.11,60.38
3992,Los Angeles,90814,-118.1577274,33.7717856,31.84,66.23,39.44,0.0,68.04,24.36,48.41,13.9
5814,Sacramento ,95758,-121.4252454,38.4170956,60.88,32.61,44.13,71.57,46.07,63.81,41.66,79.83
4748,San Diego,92027,-117.0476028,33.138326,60.88,52.61,55.74,0.0,34.5,35.31,88.59,39.42
5439,Los Angeles,91006,-118.0227522,34.1156128,69.23,54.48,52.32,0.0,33.5,7.22,12.68,34.77
3716,Alameda ,94703,-122.2746683,37.8503526,7.58,30.7,93.73,0.0,34.99,75.14,68.32,5.77
5102,Riverside ,92508,-117.3464919,33.8972547,98.18,83.99,27.52,48.55,36.35,19.17,15.51,35.21
2597,Sonoma ,95448,-122.9724857,38.6117558,16.94,8.87,3.82,75.93,13.03,24.87,41.46,7.61
6493,San Diego,92121,-117.1716969,32.8914561,40.49,40.92,57.55,5.99,82.24,20.05,5.57,16.21
4232,Riverside ,92584,-117.1883088,33.6777927,85.21,42.86,40.93,0.0,66.69,19.94,14.83,66.26
4254,Orange ,92672,-117.6217862,33.4320693,60.88,30.7,6.05,0.0,88.87,19.9,72.68,29.7
3374,San Diego,91910,-117.0676039,32.6274203,25.87,66.23,53.47,0.0,45.83,46.04,34.38,22.22
1718,Inyo ,93514,-118.5534882,37.3161335,91.1,1.86,0.06,12.81,3.17,54.52,9.35,55.09
9648,Sonoma ,95492,-122.8390298,38.5354711,11.08,20.21,15.0,87.22,5.09,35.1,33.75,47.6
2837,Contra Costa,94805,-122.322249,37.93966,7.58,30.7,41.24,16.17,91.77,76.25,29.88,55.14
7170,San Diego,92029,-117.1270331,33.0939803,53.02,52.61,18.87,38.75,65.18,10.65,56.79,18.34
4000,Solano ,94591,-122.2101506,38.1044692,16.94,17.81,61.29,0.0,14.51,90.79,68.71,72.0
5640,Butte ,95969,-121.6098642,39.7817973,73.93,40.92,7.93,0.0,28.47,52.91,56.92,77.31
3714,Ventura ,93063,-118.6865756,34.2793634,77.87,40.92,25.36,0.0,70.52,43.35,31.38,84.23
5673,San Diego,92104,-117.1194261,32.7293167,25.87,66.23,80.45,0.0,94.31,63.4,26.0,22.15
4059,Santa Barbara,93103,-119.6856673,34.4273462,25.87,2.32,18.86,0.0,21.32,53.17,59.35,4.73
2176,Kern ,93311,-119.1055446,35.351304,91.1,99.64,75.64,0.0,42.44,28.94,39.28,25.37
5920,Orange ,90630,-118.0571887,33.8258098,40.49,66.23,37.45,15.44,20.69,20.35,26.0,50.41
4772,San Diego,92116,-117.1207142,32.7582452,25.87,52.61,73.85,0.0,87.63,47.25,70.28,25.0
4895,Los Angeles,91326,-118.5796806,34.286095,82.1,52.61,88.87,18.98,82.29,11.78,14.58,16.64
1907,Riverside ,92584,-117.1885988,33.6560933,85.21,40.92,33.14,3.15,71.12,35.93,25.77,92.54
6840,Los Angeles,91381,-118.5979256,34.3510157,91.1,42.86,8.72,45.46,92.18,6.27,12.19,67.87
5394,Alameda ,94546,-122.0650347,37.6992244,11.08,30.7,56.04,48.06,68.61,64.89,36.22,54.0
3636,San Mateo,94403,-122.2997437,37.5467375,11.08,30.7,70.89,0.0,88.78,50.22,15.29,38.42
6489,Riverside ,92234,-116.4624368,33.8086838,100.0,10.74,26.3,21.47,20.3,49.02,97.2,68.97
3429,Los Angeles,91325,-118.514231,34.2147262,85.21,52.61,41.23,0.0,65.41,50.33,36.86,60.24
2975,San Diego,92054,-117.3364699,33.2158066,31.84,30.7,28.13,0.0,25.38,24.98,68.61,13.69
4561,Alameda ,94536,-122.0305372,37.5635007,16.94,30.7,80.66,0.0,89.32,60.14,20.89,68.97
6989,San Luis Obispo,93446,-120.6911679,35.6355612,31.84,17.86,10.23,47.16,29.39,54.28,78.4,32.41
4866,Alameda ,94501,-122.2852965,37.7680009,7.58,30.7,98.1,0.0,30.67,70.69,30.81,62.0
7894,Santa Clara,95125,-121.8737637,37.2835094,22.34,52.61,78.78,0.0,72.57,18.91,29.26,14.86
2541,San Francisco,94102,-122.4228856,37.777158,7.58,30.7,98.52,0.0,54.47,96.8,38.4,51.25
3175,San Diego,92056,-117.2916541,33.1897718,31.84,40.92,49.15,0.0,76.0,32.39,65.54,36.7
2825,Los Angeles,91748,-117.9008838,33.9780062,64.8,69.14,17.96,0.0,60.18,26.61,69.18,32.08
598,Orange ,90740,-118.0636903,33.7508498,40.49,66.23,44.16,94.08,89.96,17.75,49.65,48.4
6059,Lake ,95451,-122.7459162,38.9589037,25.87,1.86,4.26,60.18,4.09,58.28,62.07,60.88
2941,Orange ,92627,-117.9169409,33.6368923,40.49,52.61,47.39,0.0,59.24,49.82,44.02,35.81
3165,Riverside ,92506,-117.3755877,33.8873245,91.1,83.99,24.08,38.57,34.83,49.18,16.39,38.42
5308,Solano ,94589,-122.2282174,38.1478379,16.94,17.81,40.19,0.0,74.01,99.98,54.58,97.69
6057,San Bernardino,92277,-116.0533058,34.1311448,91.1,2.32,4.75,0.0,8.4,39.96,82.58,94.43
3929,Mariposa ,95338,-120.110972,37.5477768,82.1,30.7,0.34,8.07,1.3,35.92,61.27,65.19
6695,Ventura ,91361,-118.8610975,34.1532016,64.8,40.92,15.12,14.89,88.22,4.34,6.47,34.96
5450,Santa Clara,95132,-121.864835,37.4161016,22.34,52.61,67.43,0.0,23.65,22.12,27.37,40.09
3611,Los Angeles,90024,-118.4411825,34.0619002,53.02,81.66,92.35,0.0,96.65,2.26,38.4,28.62
4333,Butte ,95973,-121.8867963,39.7376442,60.88,40.92,31.9,83.0,7.49,36.9,64.94,38.84
6117,Los Angeles,93550,-118.0731854,34.5463872,91.1,7.76,14.6,0.0,70.84,93.34,59.86,91.9
10039,Contra Costa,94561,-121.7305372,37.9836864,31.84,17.81,76.03,58.17,14.16,89.38,8.75,93.09
3256,Los Angeles,91326,-118.5400017,34.2864236,85.21,52.61,49.74,0.0,86.44,17.32,0.8,27.17
5979,San Bernardino,92256,-116.4710167,34.077742,98.18,1.86,5.89,0.0,46.66,64.73,71.88,94.07
4989,Riverside ,92234,-116.4712229,33.8086237,100.0,10.74,26.3,27.35,21.87,43.74,91.11,57.47
5752,Los Angeles,91107,-118.1123757,34.1413741,73.93,54.48,48.9,0.0,50.87,17.5,38.69,18.75
5527,Fresno ,93720,-119.7636741,36.8703273,98.18,97.22,57.6,0.0,15.09,33.57,24.21,29.7
6726,Contra Costa,94547,-122.2562999,38.0086578,11.08,17.81,30.84,0.0,56.92,69.31,17.89,47.34
5668,Inyo ,93514,-118.4055905,37.3648068,91.1,1.86,3.43,42.97,29.51,58.22,66.42,60.58
4561,Los Angeles,90024,-118.4423998,34.0513698,53.02,81.66,92.35,0.0,95.58,1.07,28.6,10.07
2930,Santa Clara,94089,-122.0016057,37.3959254,16.94,52.61,58.11,0.0,92.69,37.88,25.1,23.19
4243,San Diego,91941,-117.0103336,32.7619814,40.49,66.23,64.98,0.0,86.72,34.0,39.28,15.97
4134,Los Angeles,90034,-118.4259054,34.0251282,53.02,81.66,87.83,0.0,99.77,28.04,43.26,47.48
6317,Los Angeles,91745,-117.9849873,33.9849218,60.88,81.66,14.85,0.0,22.21,47.4,14.33,66.09
2765,Los Angeles,91390,-118.3532786,34.4595477,85.21,20.16,11.54,0.0,70.65,34.37,13.54,74.55
7013,Contra Costa,94519,-122.01218,37.9762383,22.34,17.81,45.7,0.0,47.42,74.97,49.65,50.21
1509,Alameda ,94551,-121.7322556,37.6979083,25.87,30.7,82.19,21.16,81.19,34.9,22.53,77.92
3344,Santa Barbara,93437,-120.5566535,34.7122846,22.34,1.86,3.36,67.59,15.54,27.18,48.26,43.57
4488,San Diego,91945,-117.0195675,32.7249965,31.84,66.23,46.27,0.0,80.5,57.5,41.86,21.97
4657,Alameda ,94588,-121.9106268,37.6888608,22.34,30.7,51.21,50.35,88.46,29.51,12.68,38.65
4119,Ventura ,93065,-118.7744879,34.2700452,73.93,40.92,19.42,0.0,41.0,44.2,67.42,82.66
5395,Los Angeles,90045,-118.4003336,33.9713675,53.02,81.66,87.99,0.0,81.76,40.52,8.08,58.76
8722,Alameda ,94588,-121.9128234,37.6706482,22.34,30.7,47.9,21.78,82.85,25.7,4.92,34.96
4031,Orange ,92649,-118.0546457,33.7097532,40.49,66.23,28.44,0.0,53.11,8.49,11.58,18.75
1714,Santa Clara,95035,-121.9047132,37.4373171,16.94,52.61,84.31,0.0,17.62,17.47,20.15,47.2
5546,Los Angeles,91214,-118.2386852,34.2283768,73.93,66.23,11.25,0.0,35.28,44.25,15.78,60.88
7701,Santa Clara,94086,-122.0203525,37.3624639,16.94,52.61,75.26,0.0,50.88,8.04,46.83,11.57
7952,Orange ,92782,-117.7970749,33.7298139,60.88,52.61,54.59,0.0,92.93,6.96,45.37,15.14
4193,San Diego,92139,-117.0307834,32.688526,25.87,69.14,27.64,0.0,62.51,73.44,19.66,63.35
3348,Orange ,92708,-117.9511573,33.7195163,40.49,54.48,68.3,31.75,50.47,24.34,27.09,39.42
4374,Orange ,90720,-118.0798922,33.7799596,40.49,66.23,57.98,40.58,99.31,6.62,4.12,10.01
4267,San Francisco,94110,-122.4205619,37.7337691,7.58,30.7,96.05,0.0,82.64,41.75,49.65,11.49
6045,Orange ,92835,-117.8756321,33.9045539,60.88,66.23,48.79,0.0,91.84,10.68,25.53,31.01
4329,Los Angeles,93550,-118.1037345,34.5504349,91.1,7.76,16.9,0.0,51.13,93.89,71.36,93.23
5776,Riverside ,92882,-117.6361387,33.8732429,82.1,83.99,44.31,0.0,52.43,19.46,12.43,58.76
3007,Los Angeles,91316,-118.5263111,34.1628402,82.1,52.61,60.72,0.0,89.27,35.94,18.89,25.62
6369,Orange ,92870,-117.8528609,33.8823988,60.88,66.23,54.16,0.0,34.09,33.03,30.99,80.06
6944,San Diego,92040,-116.9338156,32.8444269,40.49,66.23,27.03,0.0,48.35,45.14,43.26,51.84
3775,Monterey ,93927,-121.2767662,36.1770603,25.87,0.09,1.46,84.49,2.04,23.76,68.49,53.26
4648,Shasta ,96007,-122.2988508,40.4294831,53.02,7.76,18.46,0.0,26.08,69.6,85.05,85.49
4306,Los Angeles,91350,-118.521858,34.4298866,98.18,42.86,87.93,0.0,59.0,17.64,5.04,57.47
3856,Los Angeles,90035,-118.3853968,34.064565,60.88,81.66,76.0,0.0,81.04,17.02,28.11,15.67
8052,San Diego,92057,-117.2644348,33.2819773,40.49,20.16,27.42,98.3,10.75,16.78,34.38,11.82
