Total Population,California County,ZIP,Longitude,Latitude,Ozone Pctl,PM2.5 Pctl,Diesel PM Pctl,Pesticides Pctl,Traffic Pctl,Asthma Pctl,Poverty Pctl,Cardiovascular Disease Pctl
5267,Los Angeles,90262,-118.2196223,33.933573,40.49,81.66,76.2,0.0,90.91,52.57,90.16,65.54
1422,Los Angeles,91706,-117.9635233,34.1119138,73.93,66.23,62.43,52.11,86.29,41.28,57.6,33.4
2560,San Joaquin,95206,-121.302748,37.9206017,60.88,69.14,72.41,67.24,83.07,97.41,99.15,97.24
3493,San Bernardino,92311,-117.0458056,34.8973677,85.21,10.74,52.18,61.88,25.89,99.95,96.79,99.91
4304,Los Angeles,90044,-118.3003773,33.9201775,40.49,81.66,77.04,0.0,49.81,94.93,60.93,77.46
3090,Los Angeles,90255,-118.200577,33.9854565,53.02,81.66,70.5,0.0,79.76,48.57,94.82,57.1
1390,Kern ,93301,-119.0153944,35.3769557,98.18,99.64,95.18,0.0,27.66,98.22,94.7,88.43
4947,Los Angeles,90813,-118.1850264,33.7862258,31.84,66.23,83.63,34.52,64.97,97.26,95.39,90.6
4012,Orange ,92843,-117.9289907,33.7633574,53.02,66.23,48.31,15.1,90.61,47.45,76.32,89.03
3728,Los Angeles,90027,-118.3038048,34.0999328,64.8,92.89,90.59,0.0,78.05,58.95,89.25,84.37
5098,Fresno ,93703,-119.7634701,36.761369,98.18,97.22,94.7,0.0,28.31,90.99,99.82,67.04
3938,Los Angeles,90002,-118.2502155,33.9392821,40.49,81.66,76.48,0.0,61.87,77.1,91.67,61.0
5100,San Bernardino,91764,-117.6153156,34.078896,91.1,92.89,93.58,29.33,97.12,84.75,75.56,90.26
5698,San Bernardino,92407,-117.347706,34.1657154,100.0,92.89,74.92,0.0,53.18,86.8,86.34,83.51
4307,Los Angeles,90731,-118.2837798,33.7410279,31.84,66.23,96.25,0.0,27.75,87.56,95.11,71.46
3045,Los Angeles,90250,-118.3160924,33.9230881,40.49,81.66,68.09,0.0,92.59,81.9,37.07,63.65
3579,Los Angeles,90744,-118.2656258,33.7797819,31.84,66.23,95.41,0.0,50.09,78.81,96.13,78.89
3548,Los Angeles,90063,-118.1815818,34.0368392,53.02,92.89,92.89,0.0,92.19,60.34,83.05,79.52
4092,San Bernardino,91762,-117.6629921,34.0660715,91.1,92.89,91.5,14.44,39.18,77.88,78.88,92.07
3150,Los Angeles,90011,-118.2718914,34.0082598,53.02,92.89,94.04,0.0,61.3,73.07,98.39,70.78
5531,Los Angeles,91405,-118.4596472,34.2066365,77.87,66.23,55.25,0.0,71.05,92.36,69.93,95.03
3116,Los Angeles,90063,-118.174744,34.0294089,53.02,83.99,96.98,0.0,95.33,45.8,94.34,54.53
5706,Stanislaus ,95351,-121.0267937,37.6150481,73.93,92.89,18.88,80.75,31.03,87.86,96.22,96.0
2304,Los Angeles,90026,-118.2633783,34.0737627,53.02,92.89,95.86,0.0,96.78,63.31,62.41,48.78
6712,Tulare ,93618,-119.3859943,36.5384542,98.18,97.49,29.7,70.01,25.19,46.13,96.9,69.62
5591,Los Angeles,90247,-118.3047564,33.8982954,40.49,81.66,71.75,22.06,72.01,80.94,71.36,66.56
4311,Los Angeles,90032,-118.1877681,34.0689106,53.02,83.99,80.16,0.0,53.98,75.59,52.23,70.91
2832,Riverside ,92503,-117.4643999,33.9496836,91.1,93.64,25.58,0.0,67.49,68.41,79.92,90.82
5989,Fresno ,93640,-120.398557,36.804879,82.1,81.66,10.49,90.06,16.77,90.57,97.4,94.83
2784,Los Angeles,90028,-118.3299158,34.0943604,64.8,83.99,90.59,0.0,87.64,57.61,80.11,51.71
5176,San Bernardino,92411,-117.3182081,34.1259545,98.18,81.66,85.97,0.0,33.31,98.67,92.22,97.31
6552,Los Angeles,90262,-118.2136057,33.915979,40.49,81.66,63.01,0.0,53.85,50.74,85.72,54.22
3501,Los Angeles,90805,-118.1959346,33.877496,31.84,81.66,83.43,0.0,97.54,84.19,70.76,72.77
5265,Los Angeles,90008,-118.3402132,34.0126393,53.02,83.99,76.78,21.33,66.02,92.97,76.87,48.07
5401,Los Angeles,91744,-117.9298385,34.013937,64.8,66.23,76.84,0.0,55.68,77.51,80.5,80.99
5462,Contra Costa,94801,-122.3843954,37.9594657,7.58,17.81,84.33,26.9,12.28,99.81,84.5,78.22
3273,Los Angeles,90022,-118.1708472,34.019891,53.02,81.66,96.98,0.0,93.42,69.32,91.11,86.45
4726,Los Angeles,91732,-118.019896,34.0708986,64.8,66.23,55.56,0.0,87.4,76.87,89.13,58.01
5417,San Joaquin,95206,-121.2572972,37.9333088,53.02,93.01,65.79,58.55,13.3,96.82,94.7,96.3
3343,San Bernardino,92410,-117.2698942,34.1157719,98.18,81.66,67.26,0.35,40.89,84.14,99.67,73.94
3510,Los Angeles,90044,-118.2868209,33.9200912,40.49,81.66,81.59,0.0,98.26,78.03,80.28,47.6
4273,Los Angeles,91732,-118.0226938,34.0464413,60.88,81.66,87.75,72.13,65.65,40.67,89.89,15.77
2957,Los Angeles,90021,-118.2331623,34.0320283,53.02,92.89,96.02,0.0,90.95,89.22,34.58,20.12
3558,Los Angeles,90270,-118.2024051,33.9927923,53.02,83.99,70.5,0.0,80.47,44.36,85.05,56.9
6161,Los Angeles,90002,-118.2593919,33.9470153,40.49,81.66,75.58,0.0,62.49,81.81,87.19,80.25
2683,Los Angeles,90031,-118.2115758,34.0650794,53.02,92.89,97.8,0.0,90.46,45.37,93.66,16.64
5522,Los Angeles,90280,-118.2050283,33.9542813,40.49,81.66,60.12,0.0,63.27,51.3,90.07,87.83
6940,Stanislaus ,95351,-120.9665381,37.6152295,73.93,92.89,64.48,0.0,43.15,91.91,82.83,98.78
4763,Sacramento ,95815,-121.4578647,38.6018703,60.88,40.92,50.48,0.0,33.38,98.58,88.41,96.02
2837,Los Angeles,90813,-118.1937148,33.7789661,31.84,66.23,99.84,47.96,44.91,95.67,95.25,84.88
4559,Los Angeles,91605,-118.4001225,34.2003101,77.87,81.66,66.4,5.51,87.25,64.85,52.39,74.62
4234,Los Angeles,91205,-118.2491936,34.1351285,69.23,81.66,72.4,0.0,52.65,66.59,81.89,96.77
2484,Santa Clara,95122,-121.858788,37.3262673,22.34,52.61,89.48,0.0,88.03,51.04,72.57,52.51
4236,Los Angeles,90270,-118.1734078,33.9836095,53.02,81.66,70.5,0.0,95.06,49.93,90.47,74.77
3728,Los Angeles,90057,-118.277221,34.0546619,53.02,92.89,97.71,0.0,71.79,68.96,99.66,46.68
1380,Los Angeles,90670,-118.0683234,33.9335661,53.02,81.66,63.04,0.0,50.96,59.46,79.11,82.98
4449,Los Angeles,90011,-118.262416,34.011351,53.02,92.89,94.04,0.0,50.85,73.07,96.22,70.78
5218,Los Angeles,90731,-118.2923625,33.7397829,31.84,66.23,96.25,0.0,67.88,87.56,88.8,71.46
4688,Los Angeles,90062,-118.3129995,34.0145548,53.02,92.89,78.44,0.0,63.07,87.6,89.42,74.03
4815,Los Angeles,91767,-117.7464275,34.0844486,85.21,83.99,81.36,0.0,78.28,81.98,64.3,60.24
6962,Contra Costa,94801,-122.3629548,37.9337832,7.58,20.16,95.08,0.0,7.33,99.83,81.22,79.43
7419,Los Angeles,90805,-118.1796736,33.8686923,31.84,69.14,83.43,65.06,36.93,88.38,56.42,80.64
4623,Los Angeles,91767,-117.7337541,34.0860588,85.21,92.89,81.36,0.0,89.35,78.17,68.98,55.55
3033,Los Angeles,91502,-118.306208,34.1661607,77.87,83.99,82.66,0.0,92.74,51.34,56.79,48.47
4328,Los Angeles,90026,-118.2686024,34.0747292,53.02,92.89,94.66,0.0,94.13,63.31,86.79,48.78
4893,Los Angeles,91732,-118.0127105,34.0703231,64.8,66.23,62.45,0.0,94.99,76.87,86.79,58.01
6348,Los Angeles,90250,-118.3319132,33.9001056,40.49,81.66,71.75,75.0,70.54,85.45,80.01,76.95
7022,Los Angeles,90250,-118.339504,33.9128073,40.49,81.66,72.88,12.02,82.14,83.89,64.3,80.99
5613,Los Angeles,90201,-118.1468675,33.9679322,53.02,81.66,77.81,50.14,38.96,48.76,89.42,66.09
2313,Los Angeles,90044,-118.2862377,33.9261331,40.49,81.66,81.59,0.0,99.64,90.8,77.0,76.05
4323,Los Angeles,90806,-118.1757078,33.7932911,31.84,66.23,82.74,3.64,79.86,75.25,94.57,46.38
8267,San Bernardino,92301,-117.5205833,34.6306439,98.18,7.76,3.15,25.87,6.05,92.59,93.98,99.04
3942,Los Angeles,91605,-118.3928771,34.2114871,77.87,81.66,66.4,9.28,64.78,84.25,86.02,94.95
2953,Stanislaus ,95351,-121.0307757,37.6547882,73.93,92.89,59.98,72.4,67.94,82.77,53.78,83.72
3191,Los Angeles,90037,-118.2893178,33.9994947,53.02,92.89,84.04,0.0,69.87,90.18,91.8,79.28
1756,Merced ,93620,-120.6551864,37.0439737,77.87,92.89,11.34,84.21,8.96,95.44,82.28,94.48
8480,Stanislaus ,95358,-121.0809748,37.6930984,73.93,92.89,48.84,98.23,66.11,58.38,57.23,95.82
4435,Los Angeles,90805,-118.1623214,33.8571712,31.84,66.23,66.4,30.37,47.01,80.35,87.68,63.96
9277,Riverside ,92521,-117.3333516,33.9709379,98.18,92.89,76.79,54.26,79.1,42.95,97.69,23.94
5254,Los Angeles,91205,-118.2485559,34.1407531,69.23,81.66,72.22,0.0,61.65,66.59,78.52,96.77
7305,Los Angeles,91706,-117.9773075,34.0785296,69.23,66.23,68.8,41.69,27.3,71.62,75.81,79.04
7533,Los Angeles,90242,-118.1260092,33.9131762,40.49,81.66,72.77,61.84,92.49,59.57,44.95,64.84
2369,Los Angeles,90007,-118.2769037,34.0316495,53.02,92.89,94.04,0.0,99.36,54.43,96.59,35.81
4517,Los Angeles,90002,-118.2488361,33.9587246,40.49,81.66,76.13,0.0,69.82,87.16,78.74,89.89
4359,Los Angeles,90602,-118.0477889,33.9609046,53.02,81.66,59.35,0.0,39.13,81.72,66.64,97.12
3350,Los Angeles,90007,-118.2765579,34.0152478,53.02,92.89,94.04,0.0,97.17,44.71,97.37,19.92
3889,Los Angeles,90026,-118.2572428,34.0726632,53.02,92.89,95.99,0.0,95.71,63.31,66.42,48.78
4930,Riverside ,92570,-117.3068214,33.7493426,91.1,81.66,6.3,56.41,17.02,64.67,80.41,93.26
3934,Los Angeles,90270,-118.1820765,33.988846,53.02,81.66,70.5,0.0,77.43,45.88,88.41,60.58
4176,Los Angeles,90813,-118.1886964,33.7789685,31.84,66.23,99.81,46.36,45.19,96.87,86.66,88.48
2889,Fresno ,93727,-119.7272939,36.7539654,98.18,97.22,90.74,0.0,55.01,80.81,85.72,77.63
4457,Los Angeles,90019,-118.3423056,34.0427907,60.88,83.99,84.02,0.0,74.91,68.23,86.98,43.47
4679,Kern ,93304,-119.0241678,35.3604639,98.18,99.64,95.94,0.0,53.84,96.66,90.47,86.54
3303,Los Angeles,90033,-118.2050757,34.0436195,53.02,92.89,93.03,0.0,61.27,86.09,85.91,64.39
3506,Los Angeles,90044,-118.2991149,33.9857256,53.02,83.99,53.89,0.0,74.06,91.82,92.32,62.26
1590,Los Angeles,90063,-118.1716259,34.0527788,60.88,83.99,86.68,0.0,86.23,23.21,69.4,19.04
5110,Los Angeles,90606,-118.0522351,33.9726429,53.02,81.66,61.0,0.0,37.06,65.42,42.88,91.47
4105,Los Angeles,90270,-118.1951817,33.9898752,53.02,81.66,70.5,0.0,78.52,42.86,81.31,64.84
5304,Los Angeles,91706,-117.9616912,34.0958307,73.93,66.23,70.86,0.0,32.17,71.62,69.93,79.04
6908,Los Angeles,91201,-118.2886611,34.1723661,77.87,81.66,78.53,0.0,29.16,28.59,78.4,70.1
7804,Imperial ,92231,-115.5143868,32.6730724,73.93,93.64,19.9,76.66,92.57,58.78,88.8,93.64
8434,San Bernardino,92335,-117.4624252,34.0956686,98.18,92.89,67.47,0.0,41.32,81.3,86.25,92.79
2814,Los Angeles,90018,-118.3229262,34.0276144,53.02,92.89,78.44,0.0,73.74,90.56,71.16,76.59
5437,Kern ,93280,-119.3337642,35.5917344,91.1,99.64,23.56,86.01,6.45,38.77,99.31,68.83
7385,Riverside ,92570,-117.2517249,33.7488769,91.1,81.66,16.75,0.76,19.96,65.27,85.14,93.42
4101,Los Angeles,90813,-118.1828489,33.7789718,31.84,66.23,99.83,0.0,58.14,97.64,86.79,91.82
3648,Los Angeles,90650,-118.0577671,33.906522,53.02,69.14,85.41,0.0,77.47,67.6,36.86,91.06
5732,Los Angeles,90221,-118.2031731,33.9055367,40.49,81.66,80.11,0.0,50.01,82.68,80.28,88.04
2077,Los Angeles,90012,-118.2392725,34.0644824,53.02,92.89,97.97,0.0,77.59,23.46,97.74,10.47
4752,Los Angeles,90062,-118.3108266,34.0072777,53.02,92.89,78.44,0.0,69.01,94.55,72.96,93.32
3454,Los Angeles,90802,-118.2023757,33.7726916,31.84,66.23,99.99,42.28,52.32,86.7,83.75,66.38
4742,Los Angeles,90038,-118.3124771,34.0944222,64.8,92.89,90.59,0.0,95.93,45.98,80.87,35.66
3004,Stanislaus ,95380,-120.8421053,37.4839984,82.1,92.89,47.01,49.52,24.5,86.54,75.46,96.85
2932,Los Angeles,91352,-118.3654295,34.224417,77.87,81.66,62.79,0.0,89.43,83.12,72.82,56.09
5913,Orange ,92801,-117.9689057,33.8453212,53.02,66.23,40.81,42.42,95.96,69.68,73.88,87.38
2789,Los Angeles,90029,-118.3027253,34.0885866,60.88,92.89,90.59,0.0,98.62,76.08,89.69,75.07
3071,Los Angeles,91601,-118.3746553,34.1739725,73.93,81.66,75.99,2.56,68.94,65.65,84.19,62.16
5220,Los Angeles,90011,-118.2690648,34.0034919,53.02,92.89,92.66,0.0,64.32,69.06,94.47,62.98
3585,Los Angeles,90270,-118.1827053,33.9835573,53.02,81.66,70.5,0.0,71.16,52.64,87.59,81.7
7110,Los Angeles,90037,-118.2980319,34.0072734,53.02,92.89,87.01,0.0,73.42,90.24,93.93,81.49
5093,Los Angeles,90032,-118.1708887,34.0674315,60.88,83.99,81.47,0.0,72.39,54.29,64.94,39.63
4498,Merced ,95341,-120.4768042,37.2916307,82.1,92.89,40.14,0.0,39.32,88.22,99.96,94.22
5597,Fresno ,93654,-119.4402301,36.5908573,98.18,97.73,24.62,83.03,5.93,72.56,97.65,66.7
4321,San Bernardino,91761,-117.6470474,34.0429101,91.1,92.89,84.69,27.18,28.1,38.66,79.11,73.64
3075,Los Angeles,90004,-118.2892234,34.0726794,60.88,92.89,97.04,0.0,84.68,74.43,77.93,35.66
7315,Los Angeles,91744,-117.9597817,34.0335496,64.8,69.14,59.12,0.0,47.81,77.51,68.49,80.99
7374,Kern ,93304,-119.0121142,35.3321914,98.18,99.86,65.04,0.0,14.2,88.13,92.61,63.81
7214,Los Angeles,90745,-118.2427443,33.8342784,31.84,69.14,79.63,19.01,90.78,68.82,31.38,67.04
3184,Los Angeles,90004,-118.2941394,34.0708715,60.88,92.89,94.96,0.0,88.38,74.43,83.46,35.66
5520,Los Angeles,90019,-118.3548171,34.0427467,60.88,81.66,82.84,0.0,68.02,62.96,77.75,33.4
2849,Los Angeles,91202,-118.2746677,34.1584908,73.93,81.66,74.76,0.0,86.9,28.04,36.22,45.22
6529,Tulare ,93256,-119.2918483,35.9647863,91.1,98.6,12.68,85.35,9.74,58.22,99.17,87.55
2355,Los Angeles,90303,-118.3307284,33.9280513,40.49,81.66,68.92,54.36,96.49,89.4,39.07,79.92
6188,Stanislaus ,95350,-121.0216617,37.6764076,73.93,92.89,71.77,63.09,52.63,92.07,77.2,90.89
3427,Tulare ,93631,-119.4468987,36.4518121,91.1,97.73,17.41,93.8,43.05,40.31,98.33,35.87
5629,Los Angeles,90063,-118.1739023,34.0407632,53.02,92.89,87.9,0.0,94.02,43.64,76.57,51.56
5912,Orange ,92805,-117.9110788,33.8211215,53.02,66.23,58.78,0.0,95.25,61.44,93.01,50.41
3910,Los Angeles,90731,-118.2927139,33.7480876,31.84,66.23,95.98,0.0,67.11,79.53,78.74,53.43
2598,Alameda ,94601,-122.2109235,37.7621786,7.58,30.7,91.94,0.0,80.84,92.69,80.5,47.2
6564,Los Angeles,91732,-118.0143396,34.0820032,64.8,66.23,48.45,27.11,49.27,76.87,82.58,58.01
3586,Orange ,90631,-117.9434406,33.9331436,53.02,66.23,62.51,0.0,60.25,61.61,71.16,70.4
4582,San Joaquin,95202,-121.2901386,37.9640353,53.02,94.09,53.25,0.0,25.49,99.38,95.02,65.33
5201,Los Angeles,90255,-118.207662,33.9677268,53.02,81.66,70.11,0.0,61.8,68.18,86.9,82.93
3529,Sacramento ,95824,-121.4711734,38.5180285,60.88,40.92,50.32,0.0,80.17,94.19,95.02,86.34
5594,Los Angeles,90262,-118.2043891,33.9275094,40.49,81.66,66.47,0.0,94.01,64.71,93.12,81.61
3137,Orange ,92707,-117.8625381,33.7086987,53.02,52.61,61.23,35.28,94.77,46.57,59.57,39.42
2973,Los Angeles,90270,-118.1871993,33.9879399,53.02,81.66,70.5,0.0,77.3,41.0,86.79,61.45
4668,Los Angeles,90031,-118.2093313,34.0896162,53.02,92.89,80.72,0.0,84.96,41.28,88.75,13.63
6163,Los Angeles,91731,-118.0367895,34.0678011,64.8,69.14,65.31,13.23,84.4,42.86,81.81,38.42
3285,Los Angeles,90220,-118.2453652,33.8918787,40.49,81.66,80.01,40.96,29.54,94.9,82.7,92.36
6284,Sacramento ,95823,-121.4265186,38.4848798,60.88,40.92,50.08,0.0,86.7,94.59,88.27,94.03
3006,Los Angeles,91768,-117.7929465,34.0671411,82.1,81.66,79.9,0.0,95.69,83.29,75.21,63.65
6044,Los Angeles,90222,-118.2410907,33.911833,40.49,81.66,57.83,0.0,33.26,93.12,88.17,88.6
1802,Los Angeles,90806,-118.2020691,33.7943972,31.84,66.23,83.63,0.0,70.28,88.48,63.76,72.92
3320,Los Angeles,90011,-118.2691132,34.01374,53.02,92.89,94.04,0.0,54.94,73.07,98.82,70.78
4163,San Bernardino,91764,-117.6198734,34.0885081,91.1,92.89,93.58,6.06,40.62,69.37,58.89,71.56
6551,Orange ,92801,-117.9100305,33.8476162,53.02,66.23,72.64,0.0,99.01,53.02,92.01,40.26
3619,Fresno ,93726,-119.7439756,36.7873266,98.18,97.22,91.85,0.0,40.01,95.79,92.95,74.43
4775,Los Angeles,90280,-118.2211115,33.9419439,40.49,81.66,76.48,0.0,70.46,42.0,72.96,73.88
7835,Merced ,95322,-120.9591276,37.2000819,73.93,94.21,9.07,84.14,8.8,71.84,76.87,86.83
4413,San Bernardino,92411,-117.3310918,34.1121388,98.18,83.99,62.87,0.0,25.88,97.99,98.54,95.86
3770,Los Angeles,90038,-118.3123611,34.0887897,64.8,92.89,90.59,0.0,86.0,57.04,91.8,54.0
2899,Los Angeles,90065,-118.2394938,34.1118266,60.88,83.99,72.81,0.0,87.96,78.29,67.28,47.2
4259,Los Angeles,91406,-118.4956552,34.1902625,82.1,52.61,84.72,79.16,78.63,81.54,44.68,77.87
6943,Los Angeles,90262,-118.2193043,33.9247083,40.49,81.66,63.21,0.0,95.9,54.51,90.47,54.63
3035,Riverside ,92201,-116.2114685,33.7247482,91.1,20.16,78.22,37.26,31.28,72.43,98.19,79.83
4644,Sacramento ,95652,-121.3980764,38.662725,69.23,40.92,33.81,0.0,47.52,94.09,89.69,83.28
4377,Los Angeles,90002,-118.261893,33.9397052,40.49,81.66,75.57,0.0,59.56,67.27,90.95,49.96
10463,Riverside ,92571,-117.2048878,33.8306663,98.18,83.99,38.79,69.39,65.46,57.08,63.92,92.48
4655,Los Angeles,90018,-118.3132782,34.0218914,53.02,92.89,78.44,0.0,60.17,90.56,75.56,76.59
4787,Los Angeles,90033,-118.2078724,34.0387492,53.02,92.89,95.84,0.0,62.41,78.38,96.96,49.42
4945,Sacramento ,95823,-121.4469045,38.5068873,60.88,40.92,46.0,0.0,94.97,91.1,97.79,82.25
5267,Los Angeles,90017,-118.2675212,34.0551862,53.02,92.89,97.71,0.0,69.88,71.04,99.33,26.16
3506,Los Angeles,91606,-118.3746763,34.1848664,77.87,81.66,85.61,0.0,70.4,67.09,37.81,79.83
5556,Los Angeles,91203,-118.2691593,34.1511527,69.23,81.66,74.84,0.0,91.98,32.81,71.88,52.57
4591,Los Angeles,90027,-118.2961735,34.0985767,64.8,92.89,89.71,0.0,73.97,58.95,72.68,84.37
5631,Los Angeles,90031,-118.2103403,34.0706563,53.02,92.89,97.1,0.0,86.74,49.38,87.78,23.04
3673,Los Angeles,90002,-118.2637832,33.9583159,40.49,81.66,75.51,0.0,70.05,69.77,92.46,58.23
6232,Imperial ,92243,-115.561293,32.7984899,77.87,17.81,32.35,61.22,45.86,95.2,93.01,96.42
4543,Los Angeles,90201,-118.1791444,33.9752181,53.02,81.66,70.5,0.0,79.96,53.9,78.74,75.41
3804,Los Angeles,90745,-118.2576884,33.8296613,31.84,69.14,76.93,7.2,92.13,69.53,41.97,74.21
3333,Los Angeles,91732,-118.0077568,34.0715068,64.8,66.23,58.51,0.0,88.23,76.87,87.94,58.01
6992,Los Angeles,90250,-118.3567382,33.9283066,40.49,81.66,88.28,49.24,87.76,75.79,74.48,68.38
4195,San Bernardino,91763,-117.6958376,34.0892501,85.21,92.89,89.86,0.0,97.64,76.24,52.96,87.23
5103,Los Angeles,90012,-118.2457754,34.0685435,53.02,92.89,97.85,0.0,87.45,18.6,82.58,4.95
5809,Los Angeles,90723,-118.153083,33.8851416,40.49,81.66,66.11,0.0,34.69,60.67,76.02,71.01
5114,Los Angeles,91502,-118.3002133,34.1758933,77.87,81.66,82.66,0.0,86.95,29.31,68.02,27.69
5055,Los Angeles,90002,-118.2638081,33.9542444,40.49,81.66,75.51,0.0,55.26,83.62,90.16,82.73
6956,Los Angeles,90670,-118.0716366,33.9548068,53.02,81.66,72.76,0.0,82.07,62.35,47.68,85.71
4329,Fresno ,93727,-119.7273086,36.7395376,98.18,97.22,87.57,0.0,34.18,72.57,98.54,63.43
4798,Los Angeles,90018,-118.3226729,34.0222083,53.02,92.89,78.44,0.0,72.44,90.56,75.42,76.59
3908,Riverside ,92882,-117.5781628,33.8770106,85.21,92.89,93.7,0.0,88.29,33.79,92.39,83.69
4843,Los Angeles,91601,-118.3701944,34.1666765,73.93,81.66,75.97,1.39,62.56,65.65,74.85,62.16
5416,Los Angeles,90250,-118.3483855,33.9278066,40.49,81.66,87.77,43.52,91.28,73.13,78.3,61.53
4154,Fresno ,93727,-119.7091535,36.7395013,98.18,97.22,77.13,14.65,27.57,82.37,97.44,80.64
5347,Sacramento ,95838,-121.420238,38.6416454,64.8,40.92,44.23,0.0,71.4,94.81,88.59,99.03
3725,San Francisco,94124,-122.3759653,37.7356318,7.58,30.7,99.23,0.0,9.85,97.97,99.26,69.26
6972,Los Angeles,90262,-118.1941847,33.9231953,40.49,81.66,77.69,0.0,95.3,64.71,79.23,81.61
6230,Los Angeles,90806,-118.1850191,33.7934864,31.84,66.23,83.63,0.0,62.53,88.9,87.25,73.79
4667,Los Angeles,90813,-118.1767949,33.7864873,31.84,66.23,83.63,0.0,74.83,97.64,87.43,91.82
3554,Los Angeles,90706,-118.1456075,33.8822564,40.49,81.66,66.09,0.0,91.15,74.49,71.68,67.96
5968,Los Angeles,90037,-118.2773419,33.9997716,53.02,92.89,85.68,0.0,99.46,57.71,95.19,27.85
2806,Los Angeles,90255,-118.2289994,33.9842406,53.02,81.66,72.18,0.0,68.48,59.92,89.25,66.56
4100,Los Angeles,91405,-118.4356225,34.1975655,77.87,66.23,55.23,0.0,81.21,82.87,63.33,84.49
5368,Los Angeles,90723,-118.1554579,33.9067419,40.49,81.66,64.67,0.0,79.13,57.99,78.3,69.14
2805,Los Angeles,90255,-118.2081561,33.9819143,53.02,81.66,71.33,0.0,67.46,52.95,95.55,49.13
3122,Alameda ,94621,-122.1837659,37.7504463,7.58,30.7,89.73,0.0,16.07,99.06,88.41,86.27
3905,San Bernardino,91786,-117.6755256,34.0916975,91.1,92.89,90.28,0.0,94.91,85.87,80.41,88.68
6662,Fresno ,93654,-119.3447256,36.608683,98.18,95.27,15.33,90.48,1.88,79.58,94.38,72.45
4228,San Diego,92113,-117.1075924,32.6866623,22.34,66.23,97.24,0.0,84.3,94.07,85.72,55.75
2939,Los Angeles,91405,-118.4301703,34.2043745,77.87,66.23,55.23,0.0,82.99,69.94,86.9,62.98
5324,San Bernardino,92404,-117.2682467,34.1303051,98.18,81.66,54.81,17.8,59.89,96.33,92.14,97.38
6585,Los Angeles,90606,-118.0729448,33.9775294,53.02,81.66,62.0,0.0,91.9,78.02,50.47,98.34
2675,Los Angeles,91402,-118.451843,34.2152447,77.87,66.23,55.23,0.0,78.69,91.61,98.06,79.83
5099,Fresno ,93625,-119.6486262,36.6433218,98.18,97.49,48.24,92.69,2.59,84.13,79.81,74.82
5814,San Bernardino,91764,-117.6368989,34.0780739,91.1,92.89,91.51,0.0,99.14,84.75,73.76,90.26
3854,Los Angeles,90044,-118.2854788,33.9446893,40.49,81.66,75.51,0.0,97.89,87.28,89.89,73.94
5520,Fresno ,93662,-119.5900857,36.5770545,98.18,97.73,42.41,91.38,2.97,93.02,55.73,86.77
3425,Los Angeles,90007,-118.2718023,34.0222989,53.02,92.89,94.04,0.0,96.27,51.32,96.48,36.75
4762,Los Angeles,90802,-118.1952012,33.7723157,31.84,66.23,99.99,43.25,26.85,85.05,82.58,62.0
7094,San Bernardino,92311,-117.0264601,34.8906325,85.21,10.74,71.0,59.8,54.67,99.95,90.23,99.91
4512,Riverside ,92551,-117.222383,33.870776,98.18,92.89,42.95,0.0,23.1,79.01,75.31,93.8
4605,San Bernardino,92346,-117.2199119,34.1151431,100.0,81.66,57.65,0.0,24.66,74.89,83.58,78.72
4135,Los Angeles,90029,-118.304794,34.0929287,64.8,92.89,90.59,0.0,95.64,44.79,92.07,35.21
7702,Yolo ,95837,-121.6242082,38.7208477,60.88,30.7,17.11,83.59,14.65,80.55,80.28,88.73
4390,Riverside ,92503,-117.4486421,33.9154288,91.1,92.89,85.45,30.85,87.94,68.41,67.66,90.82
4750,Los Angeles,91601,-118.366031,34.1695168,73.93,81.66,75.97,1.14,62.74,55.94,71.3,48.29
2028,Tulare ,93257,-119.0245203,36.0455672,98.18,98.65,35.0,72.23,13.23,66.75,90.23,88.03
6156,Merced ,95301,-120.6497408,37.3574463,82.1,92.89,24.13,97.4,29.63,72.25,81.22,75.65
4114,Los Angeles,90221,-118.196493,33.9012219,40.49,81.66,80.11,0.0,49.91,88.46,90.57,94.68
5691,Los Angeles,90044,-118.2861229,33.9564095,53.02,81.66,75.51,0.0,98.98,83.17,83.46,60.58
4474,San Bernardino,91763,-117.7025669,34.078049,85.21,92.89,89.86,0.0,96.94,81.87,62.54,92.94
4530,Los Angeles,90019,-118.3206759,34.0435631,60.88,92.89,85.3,0.0,72.19,74.09,89.42,55.25
5345,Los Angeles,90016,-118.3401928,34.0278406,53.02,83.99,76.66,0.0,86.19,91.07,75.02,67.87
6971,Los Angeles,91770,-118.0800883,34.0489168,60.88,81.66,72.37,0.0,71.71,37.71,63.56,31.01
5328,Los Angeles,91331,-118.4111792,34.2502996,77.87,66.23,71.49,0.0,46.31,81.27,64.1,46.68
2749,San Joaquin,95205,-121.2768386,37.9626057,53.02,94.09,53.19,0.0,35.51,91.01,91.01,92.66
5306,Los Angeles,90032,-118.1646555,34.0865636,60.88,81.66,40.2,0.0,51.06,73.39,78.94,66.38
6878,Riverside ,92509,-117.4773497,34.0075778,91.1,94.96,41.29,28.64,53.74,64.08,73.63,90.13
5932,Sacramento ,95821,-121.3933099,38.6420403,69.23,40.92,54.2,0.0,90.86,93.28,77.66,86.77
4422,Stanislaus ,95307,-120.9697851,37.5921181,73.93,92.89,49.67,59.63,81.94,49.89,71.3,88.27
